route_id,hub_id,driver_id,vehicle_id,service_date,stop_count,exceptions_count,status
RTE-IND-20250924-001,HUB-IND,DRV-01042,VEH-0009,2025-09-24,22,0,completed
RTE-IND-20250509-002,HUB-IND,DRV-01006,VEH-0017,2025-05-09,22,0,completed
RTE-DET-20250910-002,HUB-DET,DRV-01046,VEH-0022,2025-09-10,25,0,completed
RTE-DET-20251216-001,HUB-DET,DRV-01004,VEH-0024,2025-12-16,27,0,completed
RTE-CHI-20250809-001,HUB-CHI,DRV-01011,VEH-0005,2025-08-09,26,0,completed
RTE-DET-20250514-001,HUB-DET,DRV-01004,VEH-0030,2025-05-14,24,0,completed
RTE-CMH-20250102-004,HUB-CMH,DRV-01015,VEH-0038,2025-01-02,62,5,partial
RTE-CIN-20250207-001,HUB-CIN,DRV-01029,VEH-0027,2025-02-07,35,5,partial
RTE-IND-20251204-003,HUB-IND,DRV-01032,VEH-0013,2025-12-04,37,0,completed
RTE-CMH-20251128-001,HUB-CMH,DRV-01043,VEH-0007,2025-11-28,43,0,completed
RTE-CIN-20250907-001,HUB-CIN,DRV-01019,VEH-0018,2025-09-07,64,1,completed
RTE-CIN-20251005-001,HUB-CIN,DRV-01002,VEH-0025,2025-10-05,59,0,completed
RTE-CMH-20250918-004,HUB-CMH,DRV-01030,VEH-0003,2025-09-18,35,1,completed
RTE-IND-20250113-002,HUB-IND,DRV-01006,VEH-0016,2025-01-13,65,6,partial
RTE-DET-20250623-001,HUB-DET,DRV-01046,VEH-0022,2025-06-23,39,0,completed
RTE-DET-20250923-001,HUB-DET,DRV-01037,VEH-0030,2025-09-23,20,0,completed
RTE-CHI-20250224-001,HUB-CHI,DRV-01007,VEH-0004,2025-02-24,44,0,completed
RTE-CMH-20250112-001,HUB-CMH,DRV-01010,VEH-0021,2025-01-12,45,0,completed
RTE-IND-20250805-001,HUB-IND,DRV-01031,VEH-0016,2025-08-05,25,0,completed
RTE-IND-20251217-002,HUB-IND,DRV-01032,VEH-0013,2025-12-17,28,3,partial
RTE-IND-20251014-002,HUB-IND,DRV-01042,VEH-0016,2025-10-14,22,0,completed
RTE-CHI-20251024-003,HUB-CHI,DRV-01005,VEH-0006,2025-10-24,32,2,partial
RTE-DET-20250709-001,HUB-DET,DRV-01046,VEH-0024,2025-07-09,49,0,completed
RTE-DET-20250303-001,HUB-DET,DRV-01022,VEH-0024,2025-03-03,49,0,completed
RTE-CIN-20251022-002,HUB-CIN,DRV-01025,VEH-0036,2025-10-22,21,0,completed
RTE-IND-20250722-002,HUB-IND,DRV-01024,VEH-0013,2025-07-22,35,0,completed
RTE-IND-20251228-001,HUB-IND,DRV-01032,VEH-0023,2025-12-28,26,0,completed
RTE-IND-20250317-001,HUB-IND,DRV-01188,VEH-0013,2025-03-17,34,1,completed
RTE-CIN-20250422-003,HUB-CIN,DRV-01025,VEH-0036,2025-04-22,41,0,completed
RTE-IND-20250107-001,HUB-IND,DRV-01032,VEH-0016,2025-01-07,33,1,completed
RTE-IND-20250708-002,HUB-IND,DRV-01033,VEH-0023,2025-07-08,27,0,completed
RTE-CIN-20250630-001,HUB-CIN,DRV-01029,VEH-0027,2025-06-30,25,0,completed
RTE-DET-20250108-003,HUB-DET,DRV-01037,VEH-0029,2025-01-08,41,0,completed
RTE-CHI-20250411-001,HUB-CHI,DRV-01020,VEH-0037,2025-04-11,27,0,completed
RTE-CHI-20250812-001,HUB-CHI,DRV-01011,VEH-0006,2025-08-12,44,0,completed
RTE-CHI-20250212-002,HUB-CHI,DRV-01047,VEH-0019,2025-02-12,32,0,completed
RTE-CIN-20250304-003,HUB-CIN,DRV-01019,VEH-0027,2025-03-04,65,0,completed
RTE-IND-20250626-001,HUB-IND,DRV-01188,VEH-0023,2025-06-26,53,0,completed
RTE-CHI-20250117-001,HUB-CHI,DRV-01011,VEH-0002,2025-01-17,23,0,completed
RTE-CMH-20250912-003,HUB-CMH,DRV-01039,VEH-0001,2025-09-12,44,0,completed
RTE-CHI-20250110-002,HUB-CHI,DRV-01035,VEH-0014,2025-01-10,35,0,completed
RTE-CMH-20250523-001,HUB-CMH,DRV-01049,VEH-0021,2025-05-23,62,0,completed
RTE-CMH-20250207-001,HUB-CMH,DRV-01040,VEH-0012,2025-02-07,29,0,completed
RTE-CMH-20251225-001,HUB-CMH,DRV-01044,VEH-0038,2025-12-25,45,0,completed
RTE-DET-20250807-001,HUB-DET,DRV-01037,VEH-0011,2025-08-07,45,0,completed
RTE-IND-20250907-001,HUB-IND,DRV-01188,VEH-0013,2025-09-07,59,0,completed
RTE-CMH-20250127-001,HUB-CMH,DRV-01009,VEH-0001,2025-01-27,36,2,completed
RTE-DET-20250507-002,HUB-DET,DRV-01037,VEH-0022,2025-05-07,43,1,partial
RTE-CIN-20250901-001,HUB-CIN,DRV-01025,VEH-0032,2025-09-01,32,0,completed
RTE-CHI-20250616-001,HUB-CHI,DRV-01012,VEH-0005,2025-06-16,26,0,completed
RTE-DET-20250704-002,HUB-DET,DRV-01022,VEH-0029,2025-07-04,29,0,completed
RTE-IND-20251212-001,HUB-IND,DRV-01006,VEH-0009,2025-12-12,24,0,completed
RTE-CIN-20250924-001,HUB-CIN,DRV-01025,VEH-0020,2025-09-24,23,2,completed
RTE-CHI-20250810-002,HUB-CHI,DRV-01035,VEH-0006,2025-08-10,51,0,completed
RTE-CIN-20250722-001,HUB-CIN,DRV-01027,VEH-0027,2025-07-22,50,0,completed
RTE-CMH-20250401-002,HUB-CMH,DRV-01043,VEH-0021,2025-04-01,47,0,completed
RTE-CIN-20251219-001,HUB-CIN,DRV-01029,VEH-0020,2025-12-19,41,0,completed
RTE-CMH-20250901-001,HUB-CMH,DRV-01049,VEH-0031,2025-09-01,54,0,completed
RTE-CIN-20250506-001,HUB-CIN,DRV-01008,VEH-0027,2025-05-06,39,0,completed
RTE-CMH-20251127-001,HUB-CMH,DRV-01010,VEH-0028,2025-11-27,37,0,completed
RTE-DET-20250803-001,HUB-DET,DRV-01037,VEH-0024,2025-08-03,44,0,completed
RTE-CMH-20250926-001,HUB-CMH,DRV-01030,VEH-0038,2025-09-26,45,0,completed
RTE-CMH-20250801-002,HUB-CMH,DRV-01044,VEH-0012,2025-08-01,54,0,completed
RTE-IND-20250529-002,HUB-IND,DRV-01031,VEH-0017,2025-05-29,22,0,completed
RTE-IND-20251014-003,HUB-IND,DRV-01188,VEH-0009,2025-10-14,32,0,completed
RTE-CMH-20250620-002,HUB-CMH,DRV-01009,VEH-0021,2025-06-20,47,0,completed
RTE-DET-20250312-001,HUB-DET,DRV-01046,VEH-0022,2025-03-12,50,0,completed
RTE-IND-20250630-001,HUB-IND,DRV-01188,VEH-0017,2025-06-30,47,0,completed
RTE-DET-20251229-001,HUB-DET,DRV-01037,VEH-0022,2025-12-29,26,5,partial
RTE-CMH-20250305-002,HUB-CMH,DRV-01043,VEH-0001,2025-03-05,24,0,completed
RTE-CIN-20250402-002,HUB-CIN,DRV-01026,VEH-0032,2025-04-02,44,0,completed
RTE-CHI-20250722-003,HUB-CHI,DRV-01020,VEH-0004,2025-07-22,38,0,completed
RTE-IND-20251028-002,HUB-IND,DRV-01024,VEH-0010,2025-10-28,55,0,completed
RTE-CIN-20250122-001,HUB-CIN,DRV-01041,VEH-0026,2025-01-22,46,6,partial
RTE-CIN-20250108-002,HUB-CIN,DRV-01002,VEH-0018,2025-01-08,63,3,completed
RTE-CHI-20250905-001,HUB-CHI,DRV-01017,VEH-0005,2025-09-05,60,0,completed
RTE-IND-20251211-001,HUB-IND,DRV-01045,VEH-0013,2025-12-11,40,0,completed
RTE-CIN-20250307-001,HUB-CIN,DRV-01023,VEH-0036,2025-03-07,51,0,completed
RTE-IND-20250123-001,HUB-IND,DRV-01024,VEH-0013,2025-01-23,25,0,completed
RTE-IND-20250321-002,HUB-IND,DRV-01024,VEH-0009,2025-03-21,59,0,completed
RTE-CHI-20250512-001,HUB-CHI,DRV-01012,VEH-0019,2025-05-12,32,0,completed
RTE-IND-20250826-001,HUB-IND,DRV-01188,VEH-0017,2025-08-26,48,0,completed
RTE-IND-20250904-001,HUB-IND,DRV-01006,VEH-0009,2025-09-04,60,2,partial
RTE-DET-20251030-002,HUB-DET,DRV-01037,VEH-0011,2025-10-30,34,2,completed
RTE-CHI-20251218-001,HUB-CHI,DRV-01048,VEH-0002,2025-12-18,44,6,canceled
RTE-DET-20250516-001,HUB-DET,DRV-01022,VEH-0029,2025-05-16,56,0,completed
RTE-IND-20251209-002,HUB-IND,DRV-01188,VEH-0009,2025-12-09,65,1,partial
RTE-IND-20250428-002,HUB-IND,DRV-01045,VEH-0013,2025-04-28,50,0,completed
RTE-CMH-20250506-001,HUB-CMH,DRV-01013,VEH-0007,2025-05-06,40,0,completed
RTE-CIN-20250718-001,HUB-CIN,DRV-01025,VEH-0032,2025-07-18,27,0,completed
RTE-CIN-20250616-001,HUB-CIN,DRV-01027,VEH-0032,2025-06-16,65,0,completed
RTE-CHI-20250908-001,HUB-CHI,DRV-01020,VEH-0002,2025-09-08,48,0,completed
RTE-CMH-20250217-001,HUB-CMH,DRV-01039,VEH-0033,2025-02-17,29,0,completed
RTE-CIN-20250425-001,HUB-CIN,DRV-01023,VEH-0036,2025-04-25,47,0,completed
RTE-DET-20250518-001,HUB-DET,DRV-01046,VEH-0011,2025-05-18,29,0,completed
RTE-CIN-20251224-001,HUB-CIN,DRV-01019,VEH-0032,2025-12-24,43,0,completed
RTE-CMH-20250502-001,HUB-CMH,DRV-01043,VEH-0031,2025-05-02,29,0,completed
RTE-IND-20250814-001,HUB-IND,DRV-01045,VEH-0017,2025-08-14,37,0,completed
RTE-CMH-20251025-002,HUB-CMH,DRV-01036,VEH-0028,2025-10-25,22,0,completed
RTE-CHI-20250725-001,HUB-CHI,DRV-01005,VEH-0002,2025-07-25,59,0,completed
RTE-CMH-20250302-001,HUB-CMH,DRV-01016,VEH-0003,2025-03-02,42,0,completed
RTE-CMH-20251231-001,HUB-CMH,DRV-01044,VEH-0021,2025-12-31,50,2,partial
RTE-CHI-20250706-001,HUB-CHI,DRV-01047,VEH-0006,2025-07-06,56,0,completed
RTE-CHI-20251118-001,HUB-CHI,DRV-01020,VEH-0037,2025-11-18,46,0,completed
RTE-CMH-20251223-002,HUB-CMH,DRV-01016,VEH-0028,2025-12-23,37,0,completed
RTE-CMH-20251027-002,HUB-CMH,DRV-01028,VEH-0003,2025-10-27,29,0,completed
RTE-DET-20251106-001,HUB-DET,DRV-01037,VEH-0030,2025-11-06,24,0,completed
RTE-CMH-20250902-001,HUB-CMH,DRV-01001,VEH-0007,2025-09-02,54,0,completed
RTE-CMH-20251223-003,HUB-CMH,DRV-01013,VEH-0007,2025-12-23,43,0,completed
RTE-DET-20250410-001,HUB-DET,DRV-01021,VEH-0029,2025-04-10,19,0,completed
RTE-DET-20250508-002,HUB-DET,DRV-01037,VEH-0030,2025-05-08,36,2,completed
RTE-CIN-20251108-001,HUB-CIN,DRV-01023,VEH-0020,2025-11-08,62,0,completed
RTE-CMH-20250711-002,HUB-CMH,DRV-01040,VEH-0028,2025-07-11,44,0,completed
RTE-CHI-20251104-003,HUB-CHI,DRV-01011,VEH-0006,2025-11-04,62,0,completed
RTE-CMH-20251209-001,HUB-CMH,DRV-01044,VEH-0031,2025-12-09,30,6,partial
RTE-CIN-20250317-001,HUB-CIN,DRV-01041,VEH-0020,2025-03-17,56,0,completed
RTE-IND-20250501-003,HUB-IND,DRV-01031,VEH-0016,2025-05-01,46,0,completed
RTE-CMH-20250912-004,HUB-CMH,DRV-01016,VEH-0012,2025-09-12,40,0,completed
RTE-DET-20251103-001,HUB-DET,DRV-01021,VEH-0029,2025-11-03,28,0,completed
RTE-IND-20250522-001,HUB-IND,DRV-01042,VEH-0008,2025-05-22,47,0,completed
RTE-CHI-20250924-001,HUB-CHI,DRV-01007,VEH-0002,2025-09-24,25,0,completed
RTE-CMH-20250630-001,HUB-CMH,DRV-01030,VEH-0038,2025-06-30,21,0,completed
RTE-IND-20250903-001,HUB-IND,DRV-01045,VEH-0017,2025-09-03,37,0,completed
RTE-IND-20250629-001,HUB-IND,DRV-01024,VEH-0017,2025-06-29,18,0,completed
RTE-CMH-20250106-001,HUB-CMH,DRV-01001,VEH-0038,2025-01-06,59,0,completed
RTE-DET-20251215-001,HUB-DET,DRV-01022,VEH-0030,2025-12-15,49,0,completed
RTE-IND-20250514-001,HUB-IND,DRV-01188,VEH-0013,2025-05-14,23,0,completed
RTE-DET-20251008-001,HUB-DET,DRV-01022,VEH-0022,2025-10-08,42,0,completed
RTE-CHI-20250619-001,HUB-CHI,DRV-01012,VEH-0006,2025-06-19,37,0,completed
RTE-IND-20250815-001,HUB-IND,DRV-01045,VEH-0009,2025-08-15,30,0,completed
RTE-CHI-20251023-002,HUB-CHI,DRV-01011,VEH-0037,2025-10-23,28,0,completed
RTE-CMH-20251112-002,HUB-CMH,DRV-01016,VEH-0001,2025-11-12,29,3,completed
RTE-DET-20251124-001,HUB-DET,DRV-01014,VEH-0024,2025-11-24,38,2,completed
RTE-CMH-20250529-001,HUB-CMH,DRV-01016,VEH-0001,2025-05-29,34,0,completed
RTE-CIN-20250902-002,HUB-CIN,DRV-01026,VEH-0020,2025-09-02,56,2,partial
RTE-DET-20250729-002,HUB-DET,DRV-01004,VEH-0030,2025-07-29,52,0,completed
RTE-CIN-20250612-005,HUB-CIN,DRV-01003,VEH-0027,2025-06-12,53,2,completed
RTE-DET-20250429-001,HUB-DET,DRV-01022,VEH-0024,2025-04-29,31,0,completed
RTE-CIN-20251127-001,HUB-CIN,DRV-01029,VEH-0025,2025-11-27,51,0,completed
RTE-CIN-20250603-002,HUB-CIN,DRV-01041,VEH-0027,2025-06-03,61,0,completed
RTE-IND-20251202-001,HUB-IND,DRV-01188,VEH-0008,2025-12-02,33,6,partial
RTE-IND-20250510-001,HUB-IND,DRV-01045,VEH-0008,2025-05-10,45,0,completed
RTE-IND-20251017-001,HUB-IND,DRV-01031,VEH-0010,2025-10-17,48,0,completed
RTE-DET-20250902-002,HUB-DET,DRV-01021,VEH-0022,2025-09-02,46,0,completed
RTE-CHI-20250210-001,HUB-CHI,DRV-01012,VEH-0014,2025-02-10,50,0,completed
RTE-DET-20250709-002,HUB-DET,DRV-01004,VEH-0030,2025-07-09,23,0,completed
RTE-CIN-20251016-001,HUB-CIN,DRV-01027,VEH-0025,2025-10-16,41,0,completed
RTE-CIN-20251209-001,HUB-CIN,DRV-01019,VEH-0020,2025-12-09,64,5,partial
RTE-CMH-20250115-003,HUB-CMH,DRV-01016,VEH-0001,2025-01-15,38,6,partial
RTE-DET-20250428-001,HUB-DET,DRV-01021,VEH-0030,2025-04-28,41,0,completed
RTE-CMH-20250615-001,HUB-CMH,DRV-01036,VEH-0012,2025-06-15,35,0,completed
RTE-DET-20250306-001,HUB-DET,DRV-01004,VEH-0022,2025-03-06,30,0,completed
RTE-CMH-20250507-002,HUB-CMH,DRV-01043,VEH-0031,2025-05-07,39,0,completed
RTE-CHI-20250710-001,HUB-CHI,DRV-01020,VEH-0040,2025-07-10,38,0,completed
RTE-CIN-20251027-002,HUB-CIN,DRV-01002,VEH-0027,2025-10-27,43,0,completed
RTE-CIN-20250726-001,HUB-CIN,DRV-01027,VEH-0027,2025-07-26,49,0,completed
RTE-DET-20250616-001,HUB-DET,DRV-01037,VEH-0030,2025-06-16,27,0,completed
RTE-CHI-20250901-003,HUB-CHI,DRV-01047,VEH-0037,2025-09-01,33,2,completed
RTE-DET-20250921-001,HUB-DET,DRV-01022,VEH-0029,2025-09-21,19,0,completed
RTE-CIN-20251203-001,HUB-CIN,DRV-01027,VEH-0027,2025-12-03,38,0,completed
RTE-CMH-20250106-002,HUB-CMH,DRV-01039,VEH-0021,2025-01-06,35,0,completed
RTE-CMH-20251205-001,HUB-CMH,DRV-01028,VEH-0007,2025-12-05,56,0,completed
RTE-CMH-20251109-001,HUB-CMH,DRV-01039,VEH-0003,2025-11-09,19,0,completed
RTE-CHI-20251110-003,HUB-CHI,DRV-01011,VEH-0005,2025-11-10,43,0,completed
RTE-CIN-20250818-002,HUB-CIN,DRV-01008,VEH-0025,2025-08-18,36,0,completed
RTE-IND-20250109-001,HUB-IND,DRV-01033,VEH-0017,2025-01-09,23,0,completed
RTE-DET-20250806-006,HUB-DET,DRV-01004,VEH-0011,2025-08-06,47,0,completed
RTE-CIN-20250415-002,HUB-CIN,DRV-01029,VEH-0036,2025-04-15,64,0,completed
RTE-CHI-20250815-003,HUB-CHI,DRV-01017,VEH-0019,2025-08-15,53,3,partial
RTE-CIN-20250118-001,HUB-CIN,DRV-01023,VEH-0018,2025-01-18,49,0,completed
RTE-CHI-20250611-001,HUB-CHI,DRV-01048,VEH-0002,2025-06-11,41,0,completed
RTE-DET-20251117-001,HUB-DET,DRV-01014,VEH-0029,2025-11-17,51,5,canceled
RTE-CMH-20250118-001,HUB-CMH,DRV-01016,VEH-0003,2025-01-18,30,0,completed
RTE-CIN-20250729-001,HUB-CIN,DRV-01026,VEH-0026,2025-07-29,29,1,completed
RTE-DET-20250612-001,HUB-DET,DRV-01037,VEH-0022,2025-06-12,53,0,completed
RTE-CHI-20250115-002,HUB-CHI,DRV-01047,VEH-0019,2025-01-15,32,0,completed
RTE-CHI-20251013-001,HUB-CHI,DRV-01007,VEH-0014,2025-10-13,64,0,completed
RTE-CHI-20250807-001,HUB-CHI,DRV-01005,VEH-0019,2025-08-07,51,0,completed
RTE-CIN-20250728-001,HUB-CIN,DRV-01023,VEH-0032,2025-07-28,50,0,completed
RTE-CIN-20250806-002,HUB-CIN,DRV-01003,VEH-0026,2025-08-06,46,0,completed
RTE-DET-20251002-002,HUB-DET,DRV-01022,VEH-0024,2025-10-02,60,0,completed
RTE-DET-20250724-001,HUB-DET,DRV-01022,VEH-0024,2025-07-24,40,0,completed
RTE-CHI-20250818-001,HUB-CHI,DRV-01020,VEH-0014,2025-08-18,24,0,completed
RTE-DET-20250613-003,HUB-DET,DRV-01022,VEH-0022,2025-06-13,40,0,completed
RTE-CIN-20250618-001,HUB-CIN,DRV-01038,VEH-0027,2025-06-18,65,0,completed
RTE-CMH-20250203-001,HUB-CMH,DRV-01039,VEH-0038,2025-02-03,38,0,completed
RTE-IND-20250915-002,HUB-IND,DRV-01042,VEH-0023,2025-09-15,48,0,completed
RTE-CIN-20250124-001,HUB-CIN,DRV-01002,VEH-0020,2025-01-24,36,0,completed
RTE-IND-20250109-002,HUB-IND,DRV-01024,VEH-0010,2025-01-09,21,0,completed
RTE-CIN-20250605-002,HUB-CIN,DRV-01019,VEH-0018,2025-06-05,43,0,completed
RTE-CMH-20250925-001,HUB-CMH,DRV-01018,VEH-0003,2025-09-25,23,0,completed
RTE-DET-20250707-001,HUB-DET,DRV-01022,VEH-0011,2025-07-07,32,0,completed
RTE-IND-20250109-003,HUB-IND,DRV-01188,VEH-0017,2025-01-09,59,0,completed
RTE-CMH-20250122-002,HUB-CMH,DRV-01044,VEH-0021,2025-01-22,39,0,completed
RTE-CIN-20250118-002,HUB-CIN,DRV-01034,VEH-0020,2025-01-18,26,0,completed
RTE-CIN-20251020-001,HUB-CIN,DRV-01038,VEH-0018,2025-10-20,59,0,completed
RTE-IND-20251107-001,HUB-IND,DRV-01032,VEH-0010,2025-11-07,45,0,completed
RTE-CIN-20251223-002,HUB-CIN,DRV-01002,VEH-0032,2025-12-23,32,0,completed
RTE-CHI-20250721-001,HUB-CHI,DRV-01048,VEH-0006,2025-07-21,43,0,completed
RTE-CHI-20250313-002,HUB-CHI,DRV-01017,VEH-0019,2025-03-13,38,0,completed
RTE-DET-20250219-001,HUB-DET,DRV-01004,VEH-0030,2025-02-19,64,3,completed
RTE-CHI-20250601-001,HUB-CHI,DRV-01017,VEH-0014,2025-06-01,59,0,completed
RTE-DET-20251110-001,HUB-DET,DRV-01022,VEH-0022,2025-11-10,60,0,completed
RTE-CMH-20250121-001,HUB-CMH,DRV-01015,VEH-0028,2025-01-21,31,0,completed
RTE-CIN-20251230-001,HUB-CIN,DRV-01002,VEH-0025,2025-12-30,62,0,completed
RTE-CIN-20251009-001,HUB-CIN,DRV-01041,VEH-0026,2025-10-09,49,0,completed
RTE-CMH-20250611-002,HUB-CMH,DRV-01015,VEH-0001,2025-06-11,61,0,completed
RTE-DET-20250226-001,HUB-DET,DRV-01004,VEH-0030,2025-02-26,55,0,completed
RTE-CHI-20250818-002,HUB-CHI,DRV-01007,VEH-0040,2025-08-18,18,0,completed
RTE-DET-20250914-001,HUB-DET,DRV-01022,VEH-0030,2025-09-14,53,1,completed
RTE-CIN-20251117-001,HUB-CIN,DRV-01023,VEH-0026,2025-11-17,56,2,completed
RTE-IND-20250715-002,HUB-IND,DRV-01042,VEH-0010,2025-07-15,44,0,completed
RTE-IND-20250320-002,HUB-IND,DRV-01188,VEH-0009,2025-03-20,25,0,completed
RTE-CHI-20250225-001,HUB-CHI,DRV-01047,VEH-0037,2025-02-25,55,0,completed
RTE-CHI-20250722-004,HUB-CHI,DRV-01011,VEH-0019,2025-07-22,49,0,completed
RTE-CIN-20251124-001,HUB-CIN,DRV-01023,VEH-0026,2025-11-24,35,0,completed
RTE-CIN-20251016-002,HUB-CIN,DRV-01034,VEH-0036,2025-10-16,46,0,completed
RTE-CHI-20250429-001,HUB-CHI,DRV-01007,VEH-0019,2025-04-29,49,2,completed
RTE-CHI-20250523-001,HUB-CHI,DRV-01035,VEH-0004,2025-05-23,34,0,completed
RTE-IND-20250516-002,HUB-IND,DRV-01024,VEH-0010,2025-05-16,29,0,completed
RTE-IND-20250526-001,HUB-IND,DRV-01031,VEH-0016,2025-05-26,44,0,completed
RTE-IND-20250527-001,HUB-IND,DRV-01033,VEH-0008,2025-05-27,60,0,completed
RTE-CMH-20251021-001,HUB-CMH,DRV-01044,VEH-0012,2025-10-21,64,0,completed
RTE-CMH-20251013-001,HUB-CMH,DRV-01015,VEH-0038,2025-10-13,49,0,completed
RTE-CMH-20250311-001,HUB-CMH,DRV-01036,VEH-0012,2025-03-11,53,0,completed
RTE-CHI-20250720-001,HUB-CHI,DRV-01017,VEH-0005,2025-07-20,48,0,completed
RTE-DET-20250102-001,HUB-DET,DRV-01021,VEH-0011,2025-01-02,37,0,completed
RTE-CMH-20250519-002,HUB-CMH,DRV-01043,VEH-0007,2025-05-19,45,0,completed
RTE-IND-20250408-004,HUB-IND,DRV-01032,VEH-0010,2025-04-08,27,0,completed
RTE-DET-20250624-002,HUB-DET,DRV-01004,VEH-0030,2025-06-24,30,0,completed
RTE-CMH-20250809-001,HUB-CMH,DRV-01013,VEH-0038,2025-08-09,34,0,completed
RTE-IND-20251219-003,HUB-IND,DRV-01042,VEH-0008,2025-12-19,18,0,completed
RTE-IND-20250630-002,HUB-IND,DRV-01031,VEH-0023,2025-06-30,58,0,completed
RTE-DET-20250314-001,HUB-DET,DRV-01021,VEH-0011,2025-03-14,41,0,completed
RTE-CIN-20250521-002,HUB-CIN,DRV-01008,VEH-0032,2025-05-21,18,0,completed
RTE-CHI-20251113-001,HUB-CHI,DRV-01047,VEH-0004,2025-11-13,64,0,completed
RTE-DET-20250319-001,HUB-DET,DRV-01022,VEH-0022,2025-03-19,46,0,completed
RTE-DET-20250321-001,HUB-DET,DRV-01014,VEH-0029,2025-03-21,46,0,completed
RTE-DET-20250808-001,HUB-DET,DRV-01021,VEH-0029,2025-08-08,57,0,completed
RTE-CIN-20250917-001,HUB-CIN,DRV-01003,VEH-0027,2025-09-17,58,0,completed
RTE-CIN-20250717-002,HUB-CIN,DRV-01027,VEH-0032,2025-07-17,63,0,completed
RTE-CIN-20250319-002,HUB-CIN,DRV-01023,VEH-0025,2025-03-19,56,0,completed
RTE-CHI-20250207-001,HUB-CHI,DRV-01035,VEH-0040,2025-02-07,40,0,completed
RTE-CHI-20250911-002,HUB-CHI,DRV-01035,VEH-0037,2025-09-11,50,0,completed
RTE-CMH-20251106-002,HUB-CMH,DRV-01049,VEH-0028,2025-11-06,32,0,completed
RTE-DET-20250805-002,HUB-DET,DRV-01046,VEH-0030,2025-08-05,31,0,completed
RTE-CHI-20250117-002,HUB-CHI,DRV-01007,VEH-0037,2025-01-17,25,0,completed
RTE-CHI-20251231-002,HUB-CHI,DRV-01007,VEH-0040,2025-12-31,46,0,completed
RTE-CHI-20250624-001,HUB-CHI,DRV-01017,VEH-0002,2025-06-24,31,0,completed
RTE-CHI-20251001-002,HUB-CHI,DRV-01012,VEH-0006,2025-10-01,24,0,completed
RTE-CMH-20251207-002,HUB-CMH,DRV-01030,VEH-0001,2025-12-07,24,0,completed
RTE-CHI-20250106-001,HUB-CHI,DRV-01012,VEH-0037,2025-01-06,26,0,completed
RTE-CIN-20250303-001,HUB-CIN,DRV-01019,VEH-0027,2025-03-03,51,0,completed
RTE-IND-20251111-001,HUB-IND,DRV-01032,VEH-0008,2025-11-11,25,0,completed
RTE-CHI-20251209-003,HUB-CHI,DRV-01047,VEH-0004,2025-12-09,41,0,completed
RTE-CMH-20250514-001,HUB-CMH,DRV-01044,VEH-0028,2025-05-14,55,0,completed
RTE-CMH-20250807-001,HUB-CMH,DRV-01030,VEH-0031,2025-08-07,29,0,completed
RTE-IND-20250714-001,HUB-IND,DRV-01006,VEH-0010,2025-07-14,43,1,completed
RTE-CHI-20251201-001,HUB-CHI,DRV-01011,VEH-0014,2025-12-01,49,0,completed
RTE-CHI-20251106-002,HUB-CHI,DRV-01011,VEH-0019,2025-11-06,24,0,completed
RTE-CHI-20251009-001,HUB-CHI,DRV-01035,VEH-0004,2025-10-09,33,0,completed
RTE-CHI-20250801-001,HUB-CHI,DRV-01007,VEH-0002,2025-08-01,51,0,completed
RTE-CIN-20250903-002,HUB-CIN,DRV-01034,VEH-0026,2025-09-03,59,1,partial
RTE-CMH-20250926-002,HUB-CMH,DRV-01001,VEH-0033,2025-09-26,59,0,completed
RTE-CIN-20250805-001,HUB-CIN,DRV-01026,VEH-0026,2025-08-05,41,3,completed
RTE-CMH-20251010-001,HUB-CMH,DRV-01043,VEH-0031,2025-10-10,53,0,completed
RTE-CHI-20251211-002,HUB-CHI,DRV-01007,VEH-0014,2025-12-11,20,0,completed
RTE-CMH-20250411-001,HUB-CMH,DRV-01030,VEH-0033,2025-04-11,23,0,completed
RTE-CIN-20250410-001,HUB-CIN,DRV-01002,VEH-0027,2025-04-10,27,1,completed
RTE-CMH-20250723-002,HUB-CMH,DRV-01028,VEH-0001,2025-07-23,58,0,completed
RTE-DET-20251130-002,HUB-DET,DRV-01021,VEH-0030,2025-11-30,38,0,completed
RTE-CIN-20250818-003,HUB-CIN,DRV-01029,VEH-0032,2025-08-18,52,0,completed
RTE-CHI-20251112-001,HUB-CHI,DRV-01007,VEH-0006,2025-11-12,28,0,completed
RTE-CMH-20250930-001,HUB-CMH,DRV-01049,VEH-0028,2025-09-30,29,0,completed
RTE-CHI-20250417-001,HUB-CHI,DRV-01011,VEH-0040,2025-04-17,60,0,completed
RTE-IND-20250617-002,HUB-IND,DRV-01006,VEH-0008,2025-06-17,36,0,completed
RTE-IND-20251217-003,HUB-IND,DRV-01188,VEH-0023,2025-12-17,41,6,partial
RTE-DET-20251002-003,HUB-DET,DRV-01021,VEH-0024,2025-10-02,56,0,completed
RTE-CMH-20251007-001,HUB-CMH,DRV-01001,VEH-0033,2025-10-07,58,0,completed
RTE-CHI-20251021-002,HUB-CHI,DRV-01017,VEH-0037,2025-10-21,31,0,completed
RTE-CIN-20251103-002,HUB-CIN,DRV-01019,VEH-0026,2025-11-03,40,0,completed
RTE-CMH-20251128-002,HUB-CMH,DRV-01015,VEH-0028,2025-11-28,52,4,partial
RTE-DET-20250107-002,HUB-DET,DRV-01046,VEH-0029,2025-01-07,20,0,completed
