shipment_id,client_id,origin_hub_id,service_level,created_at,delivered_at,status,route_id
SHP-202505-000050,CLI-0169,HUB-CHI,standard,2025-05-24T15:40:00,2025-05-26T18:40:00,delivered,RTE-CHI-20250524-001
SHP-202510-000083,CLI-0007,HUB-CHI,standard,2025-10-29T15:54:00,2025-11-01T18:54:00,delivered,RTE-CHI-20251029-001
SHP-202512-000104,CLI-0042,HUB-IND,freight,2025-12-11T12:54:00,2025-12-13T12:54:00,delivered,
SHP-202509-000072,CLI-0042,HUB-DET,freight,2025-09-30T09:21:00,2025-10-01T20:21:00,delivered,
SHP-202505-000052,CLI-0169,HUB-IND,standard,2025-05-08T16:06:00,2025-05-13T04:06:00,delivered,RTE-IND-20250508-002
SHP-202501-000070,CLI-0169,HUB-IND,standard,2025-01-13T13:15:00,2025-01-17T13:15:00,delayed,RTE-IND-20250113-002
SHP-202508-000068,CLI-0007,HUB-CMH,expedited,2025-08-17T12:20:00,2025-08-18T23:20:00,delivered,RTE-CMH-20250817-001
SHP-202507-000073,CLI-0201,HUB-CHI,expedited,2025-07-25T18:42:00,2025-07-27T01:42:00,delivered,RTE-CHI-20250725-001
SHP-202507-000074,CLI-0201,HUB-CIN,standard,2025-07-16T11:41:00,2025-07-17T18:41:00,delivered,RTE-CIN-20250716-001
SHP-202503-000086,CLI-0155,HUB-IND,standard,2025-03-06T17:39:00,2025-03-08T19:39:00,delivered,RTE-IND-20250306-001
SHP-202501-000071,CLI-0155,HUB-CIN,standard,2025-01-23T16:48:00,2025-01-25T18:48:00,delivered,RTE-CIN-20250123-001
SHP-202508-000070,CLI-0169,HUB-IND,standard,2025-08-29T06:33:00,2025-08-31T06:33:00,delivered,RTE-IND-20250829-001
SHP-202505-000055,CLI-0042,HUB-CHI,freight,2025-05-06T19:16:00,2025-05-08T05:16:00,delivered,
SHP-202503-000087,CLI-0007,HUB-IND,expedited,2025-03-12T10:29:00,2025-03-13T22:29:00,delivered,RTE-IND-20250312-002
SHP-202504-000058,CLI-0169,HUB-IND,standard,2025-04-09T16:15:00,2025-04-12T00:15:00,delivered,RTE-IND-20250409-002
SHP-202506-000070,CLI-0155,HUB-CHI,expedited,2025-06-17T15:56:00,2025-06-19T02:56:00,delivered,RTE-CHI-20250618-002
SHP-202509-000074,CLI-0169,HUB-IND,standard,2025-09-23T13:45:00,2025-09-27T17:45:00,delivered,RTE-IND-20250923-002
SHP-202504-000059,CLI-0201,HUB-CIN,standard,2025-04-22T19:23:00,2025-04-23T21:23:00,delivered,RTE-CIN-20250422-001
SHP-202508-000071,CLI-0201,HUB-IND,expedited,2025-08-19T11:17:00,2025-08-20T13:17:00,delivered,RTE-IND-20250819-001
SHP-202508-000072,CLI-0007,HUB-IND,expedited,2025-08-15T10:53:00,2025-08-16T18:53:00,delivered,RTE-IND-20250815-001
SHP-202511-000101,CLI-0155,HUB-CHI,standard,2025-11-26T07:23:00,2025-11-28T12:23:00,delivered,RTE-CHI-20251126-001
SHP-202504-000060,CLI-0155,HUB-IND,expedited,2025-04-11T18:43:00,2025-04-12T21:43:00,delivered,RTE-IND-20250411-001
SHP-202512-000107,CLI-0169,HUB-CHI,standard,2025-12-04T16:48:00,2025-12-07T21:48:00,delivered,RTE-CHI-20251204-002
SHP-202510-000086,CLI-0042,HUB-CHI,freight,2025-10-28T08:21:00,2025-11-01T14:21:00,delivered,
SHP-202506-000071,CLI-0007,HUB-CIN,standard,2025-06-05T19:44:00,2025-06-06T21:44:00,delivered,RTE-CIN-20250605-002
SHP-202504-000061,CLI-0201,HUB-IND,standard,2025-04-12T10:42:00,2025-04-16T10:42:00,delivered,RTE-IND-20250413-001
SHP-202508-000074,CLI-0155,HUB-DET,standard,2025-08-22T18:54:00,2025-08-24T20:54:00,delivered,RTE-DET-20250822-002
SHP-202502-000056,CLI-0169,HUB-DET,standard,2025-02-23T10:13:00,2025-02-27T10:13:00,delivered,RTE-DET-20250223-002
SHP-202501-000073,CLI-0007,HUB-CHI,standard,2025-01-20T17:29:00,2025-01-21T18:29:00,delivered,RTE-CHI-20250120-001
SHP-202505-000057,CLI-0169,HUB-CHI,standard,2025-05-20T06:57:00,2025-05-22T13:57:00,delivered,RTE-CHI-20250520-002
SHP-202504-000062,CLI-0007,HUB-CHI,expedited,2025-04-09T07:51:00,2025-04-10T17:51:00,delivered,RTE-CHI-20250409-001
SHP-202501-000075,CLI-0007,HUB-IND,standard,2025-01-23T16:12:00,2025-01-27T22:12:00,delivered,RTE-IND-20250123-002
SHP-202503-000089,CLI-0007,HUB-IND,standard,2025-03-03T06:25:00,2025-03-04T12:25:00,delivered,RTE-IND-20250303-002
SHP-202504-000063,CLI-0007,HUB-IND,standard,2025-04-19T11:02:00,2025-04-21T17:02:00,delivered,RTE-IND-20250421-001
SHP-202501-000076,CLI-0007,HUB-IND,standard,2025-01-11T12:48:00,2025-01-12T12:48:00,delivered,RTE-IND-20250112-001
SHP-202503-000090,CLI-0155,HUB-CHI,standard,2025-03-12T09:41:00,2025-03-16T20:41:00,delivered,RTE-CHI-20250312-001
SHP-202506-000073,CLI-0169,HUB-CMH,standard,2025-06-18T12:41:00,2025-06-19T15:41:00,delivered,RTE-CMH-20250618-001
SHP-202509-000075,CLI-0201,HUB-DET,expedited,2025-09-04T18:58:00,2025-09-06T03:58:00,delivered,RTE-DET-20250904-001
SHP-202507-000079,CLI-0201,HUB-DET,expedited,2025-07-11T11:24:00,2025-07-12T21:24:00,delivered,RTE-DET-20250711-002
SHP-202510-000090,CLI-0042,HUB-CMH,freight,2025-10-29T12:59:00,2025-11-01T00:59:00,delivered,
SHP-202505-000059,CLI-0042,HUB-IND,freight,2025-05-07T16:45:00,2025-05-09T20:45:00,delivered,
SHP-202502-000059,CLI-0201,HUB-DET,expedited,2025-02-17T20:05:00,2025-02-18T23:05:00,delivered,RTE-DET-20250218-003
SHP-202508-000075,CLI-0201,HUB-IND,standard,2025-08-05T14:34:00,2025-08-09T23:34:00,delivered,RTE-IND-20250805-004
SHP-202507-000080,CLI-0042,HUB-CHI,freight,2025-07-23T19:31:00,2025-07-25T07:31:00,delivered,
SHP-202512-000113,CLI-0201,HUB-IND,expedited,2025-12-23T08:11:00,2025-12-24T19:11:00,delivered,RTE-IND-20251223-001
SHP-202503-000093,CLI-0007,HUB-DET,standard,2025-03-27T07:21:00,2025-03-29T14:21:00,delivered,RTE-DET-20250327-001
SHP-202509-000076,CLI-0007,HUB-CMH,standard,2025-09-06T18:00:00,2025-09-07T19:00:00,delivered,RTE-CMH-20250906-001
SHP-202504-000065,CLI-0042,HUB-DET,freight,2025-04-19T15:33:00,2025-04-22T22:33:00,delivered,
SHP-202511-000106,CLI-0169,HUB-IND,expedited,2025-11-06T19:15:00,2025-11-08T05:15:00,delivered,RTE-IND-20251106-001
SHP-202507-000081,CLI-0042,HUB-IND,freight,2025-07-24T19:21:00,2025-07-26T02:21:00,delivered,
SHP-202511-000107,CLI-0042,HUB-IND,freight,2025-11-21T16:28:00,2025-11-25T22:28:00,delivered,
SHP-202511-000108,CLI-0169,HUB-DET,expedited,2025-11-10T20:30:00,2025-11-19T20:30:00,delayed,RTE-DET-20251110-002
SHP-202502-000061,CLI-0155,HUB-CIN,standard,2025-02-21T08:55:00,2025-02-22T10:55:00,delivered,RTE-CIN-20250223-001
SHP-202512-000115,CLI-0007,HUB-DET,expedited,2025-12-04T06:10:00,2025-12-05T11:10:00,delivered,RTE-DET-20251204-002
SHP-202512-000116,CLI-0007,HUB-CHI,expedited,2025-12-07T16:46:00,2025-12-09T04:46:00,delivered,RTE-CHI-20251207-001
SHP-202507-000083,CLI-0042,HUB-IND,freight,2025-07-14T06:37:00,2025-07-18T12:37:00,delivered,
SHP-202508-000078,CLI-0155,HUB-CHI,standard,2025-08-24T13:09:00,2025-08-27T00:09:00,delivered,RTE-CHI-20250825-002
SHP-202512-000119,CLI-0042,HUB-CIN,freight,2025-12-07T11:19:00,2025-12-08T15:19:00,delivered,
SHP-202511-000110,CLI-0201,HUB-CMH,expedited,2025-11-02T19:52:00,2025-11-03T23:52:00,delivered,RTE-CMH-20251102-001
SHP-202511-000111,CLI-0169,HUB-CMH,standard,2025-11-20T07:07:00,2025-11-22T07:07:00,delivered,RTE-CMH-20251120-001
SHP-202510-000093,CLI-0007,HUB-CHI,expedited,2025-10-03T20:07:00,2025-10-05T05:07:00,delivered,RTE-CHI-20251003-001
SHP-202510-000094,CLI-0007,HUB-CMH,standard,2025-10-03T09:09:00,2025-10-05T11:09:00,delivered,RTE-CMH-20251003-001
SHP-202504-000066,CLI-0155,HUB-CHI,expedited,2025-04-15T15:42:00,2025-04-16T23:42:00,delivered,RTE-CHI-20250415-003
SHP-202505-000061,CLI-0007,HUB-CIN,standard,2025-05-07T14:26:00,2025-05-08T19:26:00,delivered,RTE-CIN-20250507-001
SHP-202504-000067,CLI-0007,HUB-DET,expedited,2025-04-26T09:24:00,2025-04-27T21:24:00,delivered,RTE-DET-20250428-002
SHP-202503-000095,CLI-0155,HUB-CIN,expedited,2025-03-05T13:06:00,2025-03-07T00:06:00,delivered,RTE-CIN-20250307-002
SHP-202510-000095,CLI-0007,HUB-CMH,standard,2025-10-10T18:24:00,2025-10-15T01:24:00,delivered,RTE-CMH-20251010-003
SHP-202510-000096,CLI-0042,HUB-CIN,freight,2025-10-31T17:09:00,2025-11-02T23:09:00,delivered,
SHP-202508-000079,CLI-0155,HUB-DET,standard,2025-08-28T17:56:00,2025-08-30T21:56:00,delivered,RTE-DET-20250828-004
SHP-202511-000115,CLI-0155,HUB-DET,expedited,2025-11-22T19:05:00,2025-11-23T20:05:00,delivered,RTE-DET-20251122-001
SHP-202503-000096,CLI-0007,HUB-IND,standard,2025-03-26T13:51:00,2025-03-30T23:51:00,delivered,RTE-IND-20250326-002
SHP-202508-000080,CLI-0169,HUB-CHI,expedited,2025-08-06T16:58:00,2025-08-08T00:58:00,delivered,RTE-CHI-20250807-001
SHP-202504-000068,CLI-0169,HUB-CHI,standard,2025-04-26T06:27:00,2025-04-28T11:27:00,delivered,RTE-CHI-20250428-002
SHP-202511-000116,CLI-0042,HUB-DET,freight,2025-11-26T20:39:00,2025-11-28T01:39:00,delivered,
SHP-202501-000077,CLI-0169,HUB-IND,standard,2025-01-04T06:22:00,2025-01-06T12:22:00,delivered,RTE-IND-20250104-001
SHP-202507-000087,CLI-0201,HUB-DET,standard,2025-07-01T14:32:00,2025-07-05T15:32:00,delivered,RTE-DET-20250701-002
SHP-202509-000078,CLI-0155,HUB-CHI,standard,2025-09-07T11:19:00,2025-09-09T19:19:00,delivered,RTE-CHI-20250907-002
SHP-202512-000127,CLI-0169,HUB-DET,standard,2025-12-16T20:47:00,2025-12-20T22:47:00,delivered,RTE-DET-20251216-001
SHP-202501-000078,CLI-0169,HUB-CIN,standard,2025-01-11T16:15:00,2025-01-14T22:15:00,delivered,RTE-CIN-20250111-002
SHP-202511-000117,CLI-0201,HUB-DET,standard,2025-11-02T13:05:00,2025-11-04T22:05:00,delivered,RTE-DET-20251103-001
SHP-202504-000069,CLI-0007,HUB-IND,expedited,2025-04-06T09:42:00,2025-04-07T12:42:00,delivered,RTE-IND-20250406-002
SHP-202508-000081,CLI-0007,HUB-CIN,standard,2025-08-31T09:54:00,2025-09-02T12:54:00,delivered,RTE-CIN-20250901-002
SHP-202503-000099,CLI-0042,HUB-IND,freight,2025-03-03T09:59:00,2025-03-04T18:59:00,delivered,
SHP-202504-000070,CLI-0042,HUB-DET,freight,2025-04-13T12:33:00,2025-04-15T15:33:00,delivered,
SHP-202506-000081,CLI-0042,HUB-CIN,freight,2025-06-22T12:41:00,2025-06-23T16:41:00,delivered,
SHP-202507-000088,CLI-0169,HUB-DET,standard,2025-07-06T20:03:00,2025-07-07T20:03:00,delivered,RTE-DET-20250706-001
SHP-202503-000100,CLI-0169,HUB-CIN,standard,2025-03-08T11:15:00,2025-03-10T20:15:00,delivered,RTE-CIN-20250309-001
SHP-202507-000089,CLI-0007,HUB-CHI,standard,2025-07-16T15:07:00,2025-07-18T18:07:00,delivered,RTE-CHI-20250716-001
SHP-202512-000129,CLI-0007,HUB-CMH,expedited,2025-12-27T15:21:00,2025-12-28T22:21:00,delivered,RTE-CMH-20251227-001
SHP-202508-000082,CLI-0007,HUB-DET,standard,2025-08-18T12:33:00,2025-08-19T14:33:00,delivered,RTE-DET-20250818-002
SHP-202511-000119,CLI-0169,HUB-CMH,expedited,2025-11-06T20:35:00,2025-11-07T22:35:00,delivered,RTE-CMH-20251106-001
SHP-202505-000063,CLI-0042,HUB-CMH,freight,2025-05-31T19:22:00,2025-06-03T21:22:00,delivered,
SHP-202511-000121,CLI-0201,HUB-CHI,standard,2025-11-19T17:46:00,2025-11-22T00:46:00,delivered,RTE-CHI-20251119-001
SHP-202504-000074,CLI-0042,HUB-IND,freight,2025-04-03T08:56:00,2025-04-07T18:56:00,delivered,
SHP-202509-000080,CLI-0042,HUB-CIN,freight,2025-09-27T07:24:00,2025-09-28T07:24:00,delivered,
SHP-202502-000066,CLI-0169,HUB-CMH,standard,2025-02-24T13:48:00,2025-02-28T15:48:00,delivered,RTE-CMH-20250224-001
SHP-202501-000080,CLI-0155,HUB-CMH,standard,2025-01-23T19:26:00,2025-01-25T19:26:00,delivered,RTE-CMH-20250123-003
SHP-202502-000067,CLI-0007,HUB-CHI,standard,2025-02-27T10:22:00,2025-03-02T11:22:00,delivered,RTE-CHI-20250227-003
SHP-202511-000124,CLI-0201,HUB-CIN,standard,2025-11-06T08:43:00,2025-11-09T17:43:00,delivered,RTE-CIN-20251106-001
SHP-202505-000064,CLI-0007,HUB-IND,expedited,2025-05-27T16:23:00,2025-05-29T04:23:00,delivered,RTE-IND-20250527-001
SHP-202512-000130,CLI-0042,HUB-CHI,freight,2025-12-31T18:41:00,2026-01-03T00:41:00,delivered,
SHP-202502-000068,CLI-0155,HUB-CHI,standard,2025-02-27T08:11:00,2025-03-02T13:11:00,delivered,RTE-CHI-20250227-003
SHP-202509-000081,CLI-0201,HUB-CIN,expedited,2025-09-11T11:08:00,2025-09-12T21:08:00,delivered,RTE-CIN-20250911-003
SHP-202502-000069,CLI-0201,HUB-CIN,standard,2025-02-12T17:51:00,2025-02-13T20:51:00,delivered,RTE-CIN-20250212-001
SHP-202507-000092,CLI-0042,HUB-IND,freight,2025-07-05T14:30:00,2025-07-06T14:30:00,delivered,
SHP-202501-000081,CLI-0007,HUB-CHI,standard,2025-01-29T06:44:00,2025-02-01T06:44:00,delivered,RTE-CHI-20250129-001
SHP-202503-000101,CLI-0007,HUB-CMH,standard,2025-03-14T19:26:00,2025-03-17T02:26:00,delivered,RTE-CMH-20250314-003
SHP-202502-000070,CLI-0042,HUB-CIN,freight,2025-02-26T18:11:00,2025-02-28T00:11:00,delivered,
SHP-202504-000077,CLI-0042,HUB-CHI,freight,2025-04-19T12:11:00,2025-04-20T23:11:00,delivered,
SHP-202508-000084,CLI-0201,HUB-DET,standard,2025-08-28T18:23:00,2025-08-30T22:23:00,delivered,RTE-DET-20250828-002
SHP-202502-000071,CLI-0169,HUB-CIN,expedited,2025-02-25T11:01:00,2025-02-26T13:01:00,delivered,RTE-CIN-20250225-001
SHP-202504-000078,CLI-0042,HUB-CHI,freight,2025-04-14T10:05:00,2025-04-15T19:05:00,delivered,
SHP-202509-000082,CLI-0169,HUB-CMH,expedited,2025-09-05T06:22:00,2025-09-06T12:22:00,delivered,RTE-CMH-20250905-002
SHP-202509-000083,CLI-0201,HUB-IND,expedited,2025-09-14T17:43:00,2025-09-15T23:43:00,delivered,RTE-IND-20250914-001
SHP-202503-000103,CLI-0169,HUB-CIN,expedited,2025-03-09T12:02:00,2025-03-11T00:02:00,delivered,RTE-CIN-20250309-001
SHP-202511-000125,CLI-0007,HUB-CMH,standard,2025-11-18T19:19:00,2025-11-20T02:19:00,delivered,RTE-CMH-20251118-001
SHP-202510-000099,CLI-0169,HUB-IND,standard,2025-10-19T19:39:00,2025-10-22T02:39:00,delivered,RTE-IND-20251020-001
SHP-202501-000082,CLI-0042,HUB-CHI,freight,2025-01-22T17:52:00,2025-01-24T18:52:00,delivered,
SHP-202504-000080,CLI-0007,HUB-IND,standard,2025-04-13T15:31:00,2025-04-17T16:31:00,delivered,RTE-IND-20250413-001
SHP-202507-000094,CLI-0169,HUB-DET,expedited,2025-07-14T09:03:00,2025-07-15T09:03:00,delivered,RTE-DET-20250715-001
SHP-202512-000135,CLI-0155,HUB-CHI,standard,2025-12-17T07:17:00,2025-12-20T18:17:00,delivered,RTE-CHI-20251218-005
SHP-202509-000085,CLI-0155,HUB-CHI,expedited,2025-09-26T07:57:00,2025-09-27T12:57:00,delivered,RTE-CHI-20250926-003
SHP-202506-000084,CLI-0169,HUB-DET,standard,2025-06-02T14:44:00,2025-06-06T19:44:00,delivered,RTE-DET-20250602-002
SHP-202512-000136,CLI-0042,HUB-CIN,freight,2025-12-21T18:57:00,2025-12-23T05:57:00,delivered,
SHP-202503-000104,CLI-0169,HUB-CMH,expedited,2025-03-17T16:26:00,2025-03-19T03:26:00,delivered,RTE-CMH-20250317-001
SHP-202501-000083,CLI-0155,HUB-CIN,expedited,2025-01-09T07:44:00,2025-01-10T14:44:00,delivered,RTE-CIN-20250109-001
SHP-202507-000096,CLI-0169,HUB-CIN,standard,2025-07-31T18:21:00,2025-08-03T01:21:00,delivered,RTE-CIN-20250731-004
SHP-202505-000068,CLI-0007,HUB-CMH,expedited,2025-05-26T07:05:00,2025-05-27T16:05:00,delivered,RTE-CMH-20250526-002
SHP-202508-000086,CLI-0201,HUB-CMH,expedited,2025-08-26T18:14:00,2025-08-27T22:14:00,delivered,RTE-CMH-20250826-002
SHP-202512-000138,CLI-0201,HUB-CHI,standard,2025-12-04T20:26:00,2025-12-05T22:26:00,delivered,RTE-CHI-20251204-002
SHP-202511-000127,CLI-0042,HUB-CIN,freight,2025-11-12T12:08:00,2025-11-16T23:08:00,delivered,
SHP-202503-000106,CLI-0169,HUB-CIN,standard,2025-03-30T09:06:00,2025-04-01T17:06:00,delivered,RTE-CIN-20250330-001
SHP-202503-000107,CLI-0201,HUB-IND,expedited,2025-03-02T08:20:00,2025-03-03T09:20:00,delivered,RTE-IND-20250302-001
SHP-202502-000074,CLI-0169,HUB-CHI,standard,2025-02-17T13:50:00,2025-02-18T20:50:00,delivered,RTE-CHI-20250217-001
SHP-202511-000128,CLI-0201,HUB-DET,expedited,2025-11-17T16:58:00,2025-11-18T18:58:00,delivered,RTE-DET-20251117-002
SHP-202509-000086,CLI-0201,HUB-CHI,standard,2025-09-11T09:43:00,2025-09-14T15:43:00,delivered,RTE-CHI-20250911-001
SHP-202511-000130,CLI-0169,HUB-CIN,standard,2025-11-02T12:27:00,2025-11-05T17:27:00,delivered,RTE-CIN-20251102-001
SHP-202504-000084,CLI-0007,HUB-CHI,standard,2025-04-06T11:09:00,2025-04-07T11:09:00,delivered,RTE-CHI-20250407-003
SHP-202506-000085,CLI-0169,HUB-CHI,standard,2025-06-13T18:20:00,2025-06-15T00:20:00,delivered,RTE-CHI-20250613-001
SHP-202511-000132,CLI-0201,HUB-IND,expedited,2025-11-27T09:12:00,2025-11-28T16:12:00,delivered,RTE-IND-20251127-002
SHP-202509-000087,CLI-0155,HUB-DET,standard,2025-09-13T13:10:00,2025-09-17T16:10:00,delivered,RTE-DET-20250913-001
SHP-202510-000102,CLI-0042,HUB-CIN,freight,2025-10-23T06:58:00,2025-10-25T12:58:00,delivered,
SHP-202509-000088,CLI-0042,HUB-CMH,freight,2025-09-28T13:06:00,2025-10-03T00:06:00,delivered,
SHP-202506-000086,CLI-0169,HUB-DET,standard,2025-06-04T18:20:00,2025-06-06T00:20:00,delivered,RTE-DET-20250605-001
SHP-202508-000087,CLI-0007,HUB-CHI,expedited,2025-08-12T18:23:00,2025-08-14T02:23:00,delivered,RTE-CHI-20250812-001
SHP-202501-000085,CLI-0042,HUB-CMH,freight,2025-01-27T06:19:00,2025-01-30T17:19:00,delivered,
SHP-202511-000134,CLI-0201,HUB-IND,standard,2025-11-10T20:08:00,2025-11-11T22:08:00,delivered,RTE-IND-20251110-001
SHP-202507-000099,CLI-0007,HUB-CIN,standard,2025-07-31T15:30:00,2025-08-03T20:30:00,delivered,RTE-CIN-20250731-003
SHP-202509-000089,CLI-0155,HUB-IND,expedited,2025-09-05T11:35:00,2025-09-06T14:35:00,delivered,RTE-IND-20250905-001
SHP-202504-000085,CLI-0201,HUB-CHI,standard,2025-04-21T11:13:00,2025-04-24T23:13:00,delivered,RTE-CHI-20250421-001
SHP-202511-000135,CLI-0201,HUB-CHI,standard,2025-11-14T12:10:00,2025-11-15T14:10:00,delivered,RTE-CHI-20251114-001
SHP-202506-000089,CLI-0155,HUB-IND,standard,2025-06-20T16:24:00,2025-06-24T19:24:00,delivered,RTE-IND-20250620-001
SHP-202501-000086,CLI-0007,HUB-CHI,standard,2025-01-26T20:02:00,2025-01-28T21:02:00,delivered,RTE-CHI-20250126-001
SHP-202511-000136,CLI-0042,HUB-CMH,freight,2025-11-02T08:32:00,2025-11-06T19:32:00,delivered,
SHP-202512-000141,CLI-0169,HUB-CMH,standard,2025-12-19T11:57:00,2025-12-20T21:57:00,delivered,RTE-CMH-20251219-002
SHP-202508-000088,CLI-0042,HUB-CHI,freight,2025-08-31T10:56:00,2025-09-01T19:56:00,delivered,
SHP-202505-000072,CLI-0155,HUB-IND,standard,2025-05-12T19:22:00,2025-05-16T03:22:00,delivered,RTE-IND-20250512-002
SHP-202512-000143,CLI-0169,HUB-DET,standard,2025-12-04T15:47:00,2025-12-08T20:47:00,delivered,RTE-DET-20251204-001
SHP-202507-000100,CLI-0155,HUB-CIN,expedited,2025-07-13T13:56:00,2025-07-14T17:56:00,delivered,RTE-CIN-20250714-001
SHP-202512-000144,CLI-0169,HUB-DET,standard,2025-12-14T10:19:00,2025-12-17T19:19:00,delivered,RTE-DET-20251214-002
SHP-202509-000092,CLI-0155,HUB-CMH,standard,2025-09-07T09:18:00,2025-09-08T09:18:00,delivered,RTE-CMH-20250907-001
SHP-202509-000093,CLI-0201,HUB-IND,standard,2025-09-08T06:03:00,2025-09-11T10:03:00,delivered,RTE-IND-20250908-001
SHP-202504-000086,CLI-0007,HUB-IND,standard,2025-04-11T13:59:00,2025-04-15T19:59:00,delivered,RTE-IND-20250411-005
SHP-202504-000087,CLI-0201,HUB-CIN,standard,2025-04-13T10:05:00,2025-04-17T18:05:00,delivered,RTE-CIN-20250413-001
SHP-202504-000088,CLI-0201,HUB-CMH,standard,2025-04-04T13:44:00,2025-04-07T20:44:00,delivered,RTE-CMH-20250407-001
SHP-202507-000101,CLI-0201,HUB-DET,standard,2025-07-01T20:35:00,2025-07-05T21:35:00,delivered,RTE-DET-20250701-002
SHP-202503-000112,CLI-0155,HUB-CHI,standard,2025-03-13T11:08:00,2025-03-16T11:08:00,delivered,RTE-CHI-20250313-005
SHP-202507-000102,CLI-0042,HUB-DET,freight,2025-07-21T18:48:00,2025-07-25T18:48:00,delivered,
SHP-202502-000077,CLI-0007,HUB-IND,standard,2025-02-13T19:18:00,2025-02-16T19:18:00,delivered,RTE-IND-20250213-002
SHP-202512-000145,CLI-0042,HUB-CHI,freight,2025-12-12T14:09:00,2025-12-16T16:09:00,delivered,
SHP-202511-000137,CLI-0155,HUB-IND,expedited,2025-11-24T20:00:00,2025-11-26T05:00:00,delivered,RTE-IND-20251124-001
SHP-202512-000146,CLI-0007,HUB-CMH,standard,2025-12-19T20:07:00,2025-12-21T23:07:00,delivered,RTE-CMH-20251219-001
SHP-202509-000095,CLI-0007,HUB-CIN,standard,2025-09-03T16:17:00,2025-09-04T23:17:00,delivered,RTE-CIN-20250903-002
SHP-202512-000147,CLI-0201,HUB-CMH,expedited,2025-12-04T16:30:00,2025-12-05T23:30:00,delivered,RTE-CMH-20251204-003
SHP-202506-000091,CLI-0201,HUB-CMH,standard,2025-06-28T19:46:00,2025-06-30T05:46:00,delivered,RTE-CMH-20250630-001
SHP-202505-000074,CLI-0007,HUB-DET,expedited,2025-05-09T15:40:00,2025-05-10T17:40:00,delivered,RTE-DET-20250509-002
SHP-202505-000075,CLI-0155,HUB-CHI,standard,2025-05-10T08:27:00,2025-05-12T09:27:00,delivered,RTE-CHI-20250510-001
SHP-202510-000105,CLI-0007,HUB-CHI,standard,2025-10-26T08:57:00,2025-10-30T17:57:00,delivered,RTE-CHI-20251027-002
SHP-202509-000096,CLI-0007,HUB-DET,standard,2025-09-22T15:34:00,2025-09-24T19:34:00,delivered,RTE-DET-20250922-001
SHP-202505-000076,CLI-0169,HUB-CMH,expedited,2025-05-09T08:18:00,2025-05-10T17:18:00,delivered,RTE-CMH-20250509-001
SHP-202511-000141,CLI-0201,HUB-CIN,standard,2025-11-09T17:57:00,2025-11-13T21:57:00,delivered,RTE-CIN-20251110-002
SHP-202512-000148,CLI-0169,HUB-DET,standard,2025-12-01T11:56:00,2025-12-03T14:56:00,delivered,RTE-DET-20251201-001
SHP-202512-000149,CLI-0042,HUB-CHI,freight,2025-12-06T13:04:00,2025-12-07T18:04:00,delivered,
SHP-202511-000142,CLI-0007,HUB-CIN,standard,2025-11-03T08:17:00,2025-11-04T08:17:00,delivered,RTE-CIN-20251103-003
SHP-202509-000097,CLI-0169,HUB-DET,standard,2025-09-12T18:54:00,2025-09-14T18:54:00,delivered,RTE-DET-20250912-001
SHP-202509-000098,CLI-0201,HUB-CHI,standard,2025-09-04T12:35:00,2025-09-08T13:35:00,delivered,RTE-CHI-20250904-002
SHP-202511-000143,CLI-0169,HUB-IND,standard,2025-11-12T12:58:00,2025-11-14T13:58:00,delivered,RTE-IND-20251112-004
SHP-202510-000106,CLI-0201,HUB-CIN,standard,2025-10-29T18:00:00,2025-10-31T18:00:00,delivered,RTE-CIN-20251029-001
SHP-202512-000150,CLI-0169,HUB-CHI,standard,2025-12-28T10:23:00,2025-12-31T20:23:00,delivered,RTE-CHI-20251228-001
SHP-202505-000077,CLI-0155,HUB-IND,standard,2025-05-06T14:06:00,2025-05-11T01:06:00,delivered,RTE-IND-20250506-002
SHP-202511-000144,CLI-0007,HUB-CHI,expedited,2025-11-15T19:33:00,2025-11-17T06:33:00,delivered,RTE-CHI-20251117-002
SHP-202510-000107,CLI-0169,HUB-CHI,standard,2025-10-11T09:44:00,2025-10-15T10:44:00,delivered,RTE-CHI-20251011-001
SHP-202501-000089,CLI-0042,HUB-IND,freight,2025-01-11T10:37:00,2025-01-12T10:37:00,delivered,
SHP-202507-000103,CLI-0201,HUB-DET,standard,2025-07-16T09:13:00,2025-07-20T17:13:00,delivered,RTE-DET-20250716-002
SHP-202501-000090,CLI-0042,HUB-CIN,freight,2025-01-27T18:22:00,2025-01-30T22:22:00,delivered,
SHP-202510-000108,CLI-0042,HUB-IND,freight,2025-10-30T17:53:00,2025-11-04T05:53:00,delivered,
SHP-202510-000109,CLI-0155,HUB-CIN,standard,2025-10-11T15:46:00,2025-10-14T17:46:00,delivered,RTE-CIN-20251013-003
SHP-202506-000094,CLI-0201,HUB-CMH,standard,2025-06-01T11:17:00,2025-06-02T12:17:00,delivered,RTE-CMH-20250602-004
SHP-202506-000095,CLI-0169,HUB-IND,expedited,2025-06-07T13:29:00,2025-06-08T13:29:00,delivered,RTE-IND-20250607-001
SHP-202508-000090,CLI-0169,HUB-DET,standard,2025-08-27T14:13:00,2025-08-28T18:13:00,delivered,RTE-DET-20250827-002
SHP-202511-000145,CLI-0007,HUB-DET,standard,2025-11-09T18:50:00,2025-11-13T20:50:00,delivered,RTE-DET-20251110-002
SHP-202506-000096,CLI-0042,HUB-CIN,freight,2025-06-30T09:22:00,2025-07-04T10:22:00,delivered,
