ticket_id,client_id,shipment_id,opened_at,channel,status,csat,body
TKT-200225,CLI-0042,SHP-202503-000163,2025-03-24T19:18:00,portal,resolved,4,"[customer] Can you confirm SHP-202503-000163 is still on track to arrive this week?
[agent.mruiz] Happy to help — SHP-202503-000163 is on schedule out of our Detroit hub; delivery is within the next 1–2 business days.
[customer] Perfect, thank you!"
TKT-200212,CLI-0155,SHP-202509-000285,2025-09-21T22:13:00,phone,resolved,5,"[customer] Hi — quick question on SHP-202509-000285. Can you confirm the delivery window?
[agent.mruiz] Happy to help — SHP-202509-000285 is on schedule out of our Cincinnati hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200061,CLI-0155,SHP-202502-000161,2025-02-27T14:19:00,portal,open,,"[customer] Hi, I'm checking on shipment SHP-202502-000161. The status shows failed — can you tell me the latest ETA?
[agent.lchen] Thanks for reaching out — I'm sorry for the trouble with SHP-202502-000161. I see it was affected by an exception at our Cincinnati hub. Let me pull the latest.
[agent.lchen] Dispatch confirms SHP-202502-000161 will be reattempted next business day. I've flagged your account for a proactive follow-up.
[customer] That still isn't good enough but I'll wait for the update."
TKT-200138,CLI-0155,SHP-202512-000335,2025-12-15T19:08:00,chat,resolved,5,"[customer] Hi — quick question on SHP-202512-000335. Can you confirm the delivery window?
[agent.lchen] Attached the POD for SHP-202512-000335. Let me know if there's anything else!
[customer] Thanks for the quick help."
TKT-200123,CLI-0169,SHP-202510-000113,2025-10-27T14:56:00,phone,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202510-000113 if it hasn't gone out yet.
[agent.jbrooks] Happy to help — SHP-202510-000113 is on schedule out of our Detroit hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200270,CLI-0155,SHP-202511-000235,2025-11-11T19:33:00,chat,resolved,5,"[customer] Hi — quick question on SHP-202511-000235. Can you confirm the delivery window?
[agent.lchen] Happy to help — SHP-202511-000235 is on schedule out of our Columbus hub; delivery is within the next 1–2 business days.
[customer] Perfect, thank you!"
TKT-200043,CLI-0155,SHP-202511-000367,2025-11-19T13:08:00,chat,open,,"[customer] Following up on SHP-202511-000367. Could you confirm whether this will still be delivered this week?
[agent.dfoster] Thank you for your patience. I've located SHP-202511-000367 in our system (origin HUB-CIN). Checking with dispatch now.
[agent.dfoster] Good news — SHP-202511-000367 is back in motion. I'll monitor it through delivery and confirm the POD with you."
TKT-200119,CLI-0007,SHP-202502-000173,2025-02-26T19:37:00,chat,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202502-000173 if it hasn't gone out yet.
[agent.tpatel] Attached the POD for SHP-202502-000173. Let me know if there's anything else!
[customer] Perfect, thank you!"
TKT-200278,CLI-0042,SHP-202511-000329,2025-11-05T18:39:00,phone,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202511-000329 if it hasn't gone out yet.
[agent.dfoster] Happy to help — SHP-202511-000329 is on schedule out of our Cincinnati hub; delivery is within the next 1–2 business days.
[customer] Great, appreciate it."
TKT-200230,CLI-0042,SHP-202507-000266,2025-07-30T17:46:00,phone,resolved,5,"[customer] Hi — quick question on SHP-202507-000266. Can you confirm the delivery window?
[agent.kobrien] Sure thing. I've noted the update on SHP-202507-000266 and confirmed it with the Cincinnati team.
[customer] Thanks for the quick help."
TKT-200259,CLI-0169,SHP-202512-000390,2025-12-11T08:00:00,chat,resolved,5,"[customer] Can you confirm SHP-202512-000390 is still on track to arrive this week?
[agent.jbrooks] Happy to help — SHP-202512-000390 is on schedule out of our Detroit hub; delivery is within the next 1–2 business days.
[customer] Perfect, thank you!"
TKT-200008,CLI-0201,SHP-202505-000231,2025-05-26T13:36:00,phone,resolved,1,"[customer] Where is SHP-202505-000231?? Your tracking hasn't updated and my customer is furious. I need answers today.
[agent.jbrooks] Thanks for reaching out — I'm sorry for the trouble with SHP-202505-000231. I see it was affected by an exception at our Columbus hub. Let me pull the latest.
[agent.jbrooks] Update: SHP-202505-000231 is re-routed and expected to deliver within 48 hours. I've added a note to prioritize it. Anything else I can do?
[customer] Appreciate the quick turnaround."
TKT-200200,CLI-0169,SHP-202503-000175,2025-03-08T09:47:00,portal,resolved,5,"[customer] Following up on SHP-202503-000175 — could you send the POD once it's delivered? Accounting needs it.
[agent.dfoster] Sure thing. I've noted the update on SHP-202503-000175 and confirmed it with the Columbus team.
[customer] Great, appreciate it."
TKT-200269,CLI-0201,SHP-202505-000215,2025-05-07T11:38:00,email,resolved,5,"[customer] Hi — quick question on SHP-202505-000215. Can you confirm the delivery window?
[agent.kobrien] Happy to help — SHP-202505-000215 is on schedule out of our Chicago hub; delivery is within the next 1–2 business days.
[customer] Perfect, thank you!"
TKT-200289,CLI-0155,SHP-202507-000212,2025-07-17T16:56:00,phone,resolved,4,"[customer] Hi — quick question on SHP-202507-000212. Can you confirm the delivery window?
[agent.dfoster] Attached the POD for SHP-202507-000212. Let me know if there's anything else!
[customer] Thanks for the quick help."
TKT-200098,CLI-0042,SHP-202511-000328,2025-11-21T16:29:00,portal,resolved,5,"[customer] Hi — quick question on SHP-202511-000328. Can you confirm the delivery window?
[agent.jbrooks] Attached the POD for SHP-202511-000328. Let me know if there's anything else!
[customer] Great, appreciate it."
TKT-200179,CLI-0201,SHP-202501-000304,2025-01-09T18:24:00,email,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202501-000304 if it hasn't gone out yet.
[agent.tpatel] Attached the POD for SHP-202501-000304. Let me know if there's anything else!
[customer] Perfect, thank you!"
TKT-200121,CLI-0155,SHP-202503-000314,2025-03-08T21:09:00,email,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202503-000314 if it hasn't gone out yet.
[agent.mruiz] Happy to help — SHP-202503-000314 is on schedule out of our Cincinnati hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200109,CLI-0042,SHP-202508-000222,2025-08-01T13:20:00,portal,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202508-000222 if it hasn't gone out yet.
[agent.jbrooks] Happy to help — SHP-202508-000222 is on schedule out of our Indianapolis hub; delivery is within the next 1–2 business days.
[customer] Perfect, thank you!"
TKT-200089,CLI-0169,SHP-202501-000216,2025-01-10T12:01:00,email,resolved,3,"[customer] Hi, I'm checking on shipment SHP-202501-000216. The status shows failed — can you tell me the latest ETA?
[agent.tpatel] Thanks for reaching out — I'm sorry for the trouble with SHP-202501-000216. I see it was affected by an exception at our Indianapolis hub. Let me pull the latest.
[agent.tpatel] Good news — SHP-202501-000216 is back in motion. I'll monitor it through delivery and confirm the POD with you.
[customer] Appreciate the quick turnaround."
TKT-200020,CLI-0042,SHP-202502-000120,2025-02-20T15:07:00,chat,pending,,"[customer] Good morning! Quick question on SHP-202502-000120, currently delayed. No rush, just planning around it.
[agent.dfoster] Apologies for the delay on SHP-202502-000120. I've opened an investigation and looped in the Cincinnati operations team."
TKT-200203,CLI-0007,SHP-202511-000038,2025-11-11T00:50:00,phone,resolved,4,"[customer] Following up on SHP-202511-000038 — could you send the POD once it's delivered? Accounting needs it.
[agent.mruiz] Happy to help — SHP-202511-000038 is on schedule out of our Detroit hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200156,CLI-0201,SHP-202505-000136,2025-05-19T16:18:00,chat,resolved,5,"[customer] Hi — quick question on SHP-202505-000136. Can you confirm the delivery window?
[agent.kobrien] Attached the POD for SHP-202505-000136. Let me know if there's anything else!
[customer] Great, appreciate it."
TKT-200102,CLI-0042,SHP-202510-000114,2025-10-12T10:23:00,email,resolved,5,"[customer] Following up on SHP-202510-000114 — could you send the POD once it's delivered? Accounting needs it.
[agent.tpatel] Sure thing. I've noted the update on SHP-202510-000114 and confirmed it with the Cincinnati team.
[customer] Great, appreciate it."
TKT-200124,CLI-0007,SHP-202511-000142,2025-11-04T13:17:00,email,resolved,5,"[customer] Following up on SHP-202511-000142 — could you send the POD once it's delivered? Accounting needs it.
[agent.jbrooks] Happy to help — SHP-202511-000142 is on schedule out of our Cincinnati hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200155,CLI-0201,SHP-202510-000131,2025-10-16T16:05:00,portal,resolved,5,"[customer] Following up on SHP-202510-000131 — could you send the POD once it's delivered? Accounting needs it.
[agent.lchen] Happy to help — SHP-202510-000131 is on schedule out of our Cincinnati hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200059,CLI-0201,SHP-202506-000026,2025-06-28T20:57:00,chat,resolved,3,"[customer] Hello, hoping you can help with SHP-202506-000026. I understand there may be delays — just need an updated delivery window when you have a moment. Thanks!
[agent.kobrien] Apologies for the delay on SHP-202506-000026. I've opened an investigation and looped in the Chicago operations team.
[agent.kobrien] Dispatch confirms SHP-202506-000026 will be reattempted next business day. I've flagged your account for a proactive follow-up."
TKT-200173,CLI-0169,SHP-202505-000052,2025-05-11T00:06:00,portal,resolved,5,"[customer] Hi — quick question on SHP-202505-000052. Can you confirm the delivery window?
[agent.kobrien] Sure thing. I've noted the update on SHP-202505-000052 and confirmed it with the Indianapolis team.
[customer] Perfect, thank you!"
TKT-200092,CLI-0169,SHP-202509-000244,2025-09-04T17:41:00,chat,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202509-000244 if it hasn't gone out yet.
[agent.mruiz] Happy to help — SHP-202509-000244 is on schedule out of our Indianapolis hub; delivery is within the next 1–2 business days.
[customer] Perfect, thank you!"
TKT-200162,CLI-0042,SHP-202511-000148,2025-11-06T08:49:00,phone,resolved,4,"[customer] Hello, I need to update the delivery contact for SHP-202511-000148 if it hasn't gone out yet.
[agent.jbrooks] Sure thing. I've noted the update on SHP-202511-000148 and confirmed it with the Detroit team.
[customer] Perfect, thank you!"
TKT-200294,CLI-0007,SHP-202502-000158,2025-02-22T16:32:00,email,resolved,5,"[customer] Can you confirm SHP-202502-000158 is still on track to arrive this week?
[agent.dfoster] Attached the POD for SHP-202502-000158. Let me know if there's anything else!
[customer] Great, appreciate it."
TKT-200082,CLI-0155,SHP-202501-000114,2025-01-18T11:22:00,chat,open,,"[customer] Good morning! Quick question on SHP-202501-000114, currently delayed. No rush, just planning around it.
[agent.jbrooks] Apologies for the delay on SHP-202501-000114. I've opened an investigation and looped in the Indianapolis operations team.
[agent.jbrooks] Dispatch confirms SHP-202501-000114 will be reattempted next business day. I've flagged your account for a proactive follow-up."
TKT-200163,CLI-0169,SHP-202501-000078,2025-01-11T18:15:00,email,resolved,5,"[customer] Can you confirm SHP-202501-000078 is still on track to arrive this week?
[agent.mruiz] Attached the POD for SHP-202501-000078. Let me know if there's anything else!
[customer] Perfect, thank you!"
TKT-200000,CLI-0042,SHP-202512-000104,2025-12-12T13:54:00,email,pending,,"[customer] Where is SHP-202512-000104?? Your tracking hasn't updated and my customer is furious. I need answers today.
[agent.jbrooks] Apologies for the delay on SHP-202512-000104. I've opened an investigation and looped in the Indianapolis operations team.
[agent.jbrooks] Good news — SHP-202512-000104 is back in motion. I'll monitor it through delivery and confirm the POD with you.
[customer] That still isn't good enough but I'll wait for the update."
TKT-200268,CLI-0007,SHP-202511-000347,2025-11-21T16:06:00,portal,resolved,5,"[customer] Following up on SHP-202511-000347 — could you send the POD once it's delivered? Accounting needs it.
[agent.jbrooks] Happy to help — SHP-202511-000347 is on schedule out of our Indianapolis hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200243,CLI-0201,SHP-202501-000109,2025-01-06T14:22:00,portal,resolved,4,"[customer] Following up on SHP-202501-000109 — could you send the POD once it's delivered? Accounting needs it.
[agent.lchen] Attached the POD for SHP-202501-000109. Let me know if there's anything else!
[customer] Perfect, thank you!"
TKT-200231,CLI-0169,SHP-202508-000217,2025-08-10T19:25:00,portal,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202508-000217 if it hasn't gone out yet.
[agent.dfoster] Sure thing. I've noted the update on SHP-202508-000217 and confirmed it with the Columbus team.
[customer] Perfect, thank you!"
TKT-200127,CLI-0007,SHP-202508-000283,2025-08-07T17:07:00,email,resolved,4,"[customer] Can you confirm SHP-202508-000283 is still on track to arrive this week?
[agent.dfoster] Attached the POD for SHP-202508-000283. Let me know if there's anything else!
[customer] Great, appreciate it."
TKT-200143,CLI-0169,SHP-202506-000086,2025-06-05T20:20:00,phone,resolved,4,"[customer] Can you confirm SHP-202506-000086 is still on track to arrive this week?
[agent.dfoster] Attached the POD for SHP-202506-000086. Let me know if there's anything else!
[customer] Thanks for the quick help."
TKT-200001,CLI-0201,SHP-202512-000200,2025-12-03T11:50:00,email,resolved,5,"[customer] Good morning! Quick question on SHP-202512-000200, currently failed. No rush, just planning around it.
[agent.dfoster] Thanks for reaching out — I'm sorry for the trouble with SHP-202512-000200. I see it was affected by an exception at our Detroit hub. Let me pull the latest.
[agent.dfoster] Dispatch confirms SHP-202512-000200 will be reattempted next business day. I've flagged your account for a proactive follow-up."
TKT-200295,CLI-0042,SHP-202512-000355,2025-12-09T11:31:00,portal,resolved,5,"[customer] Hi — quick question on SHP-202512-000355. Can you confirm the delivery window?
[agent.jbrooks] Attached the POD for SHP-202512-000355. Let me know if there's anything else!
[customer] Great, appreciate it."
TKT-200029,CLI-0201,SHP-202512-000358,2025-12-16T23:06:00,phone,resolved,3,"[customer] This is the second time I'm reaching out about SHP-202512-000358. It was due days ago and I still have nothing. This is unacceptable for the rates we pay.
[agent.lchen] Thanks for reaching out — I'm sorry for the trouble with SHP-202512-000358. I see it was affected by an exception at our Detroit hub. Let me pull the latest.
[agent.lchen] Dispatch confirms SHP-202512-000358 will be reattempted next business day. I've flagged your account for a proactive follow-up."
TKT-200193,CLI-0155,SHP-202503-000012,2025-03-03T15:18:00,portal,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202503-000012 if it hasn't gone out yet.
[agent.mruiz] Happy to help — SHP-202503-000012 is on schedule out of our Detroit hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200122,CLI-0155,SHP-202512-000182,2025-12-29T10:28:00,email,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202512-000182 if it hasn't gone out yet.
[agent.mruiz] Happy to help — SHP-202512-000182 is on schedule out of our Cincinnati hub; delivery is within the next 1–2 business days.
[customer] Thanks for the quick help."
TKT-200175,CLI-0007,SHP-202502-000104,2025-02-17T20:14:00,chat,resolved,5,"[customer] Can you confirm SHP-202502-000104 is still on track to arrive this week?
[agent.dfoster] Sure thing. I've noted the update on SHP-202502-000104 and confirmed it with the Columbus team.
[customer] Perfect, thank you!"
TKT-200280,CLI-0201,SHP-202509-000218,2025-09-19T15:51:00,portal,resolved,5,"[customer] Can you confirm SHP-202509-000218 is still on track to arrive this week?
[agent.mruiz] Sure thing. I've noted the update on SHP-202509-000218 and confirmed it with the Chicago team.
[customer] Perfect, thank you!"
TKT-200219,CLI-0042,SHP-202506-000177,2025-06-04T17:05:00,portal,resolved,5,"[customer] Following up on SHP-202506-000177 — could you send the POD once it's delivered? Accounting needs it.
[agent.mruiz] Attached the POD for SHP-202506-000177. Let me know if there's anything else!
[customer] Thanks for the quick help."
TKT-200266,CLI-0169,SHP-202511-000247,2025-11-08T15:09:00,chat,resolved,5,"[customer] Hello, I need to update the delivery contact for SHP-202511-000247 if it hasn't gone out yet.
[agent.jbrooks] Sure thing. I've noted the update on SHP-202511-000247 and confirmed it with the Cincinnati team.
[customer] Perfect, thank you!"
TKT-200192,CLI-0169,SHP-202502-000074,2025-02-18T13:50:00,email,resolved,5,"[customer] Following up on SHP-202502-000074 — could you send the POD once it's delivered? Accounting needs it.
[agent.kobrien] Sure thing. I've noted the update on SHP-202502-000074 and confirmed it with the Chicago team.
[customer] Perfect, thank you!"
TKT-200291,CLI-0155,SHP-202502-000126,2025-02-22T18:10:00,portal,resolved,4,"[customer] Hi — quick question on SHP-202502-000126. Can you confirm the delivery window?
[agent.tpatel] Attached the POD for SHP-202502-000126. Let me know if there's anything else!
[customer] Perfect, thank you!"
TKT-200021,CLI-0169,SHP-202502-000275,2025-02-15T17:47:00,chat,resolved,1,"[customer] Where is SHP-202502-000275?? Your tracking hasn't updated and my customer is furious. I need answers today.
[agent.dfoster] Thanks for reaching out — I'm sorry for the trouble with SHP-202502-000275. I see it was affected by an exception at our Cincinnati hub. Let me pull the latest.
[customer] Okay, thank you. Please keep me posted."
TKT-200004,CLI-0201,SHP-202511-000198,2025-11-14T10:00:00,phone,pending,,"[customer] Where is SHP-202511-000198?? Your tracking hasn't updated and my customer is furious. I need answers today.
[agent.mruiz] Thanks for reaching out — I'm sorry for the trouble with SHP-202511-000198. I see it was affected by an exception at our Chicago hub. Let me pull the latest.
[agent.mruiz] Good news — SHP-202511-000198 is back in motion. I'll monitor it through delivery and confirm the POD with you.
[customer] That still isn't good enough but I'll wait for the update."
TKT-200015,CLI-0155,SHP-202507-000197,2025-07-18T19:53:00,portal,resolved,3,"[customer] Following up on SHP-202507-000197. Could you confirm whether this will still be delivered this week?
[agent.tpatel] Thanks for reaching out — I'm sorry for the trouble with SHP-202507-000197. I see it was affected by an exception at our Indianapolis hub. Let me pull the latest.
[agent.tpatel] Good news — SHP-202507-000197 is back in motion. I'll monitor it through delivery and confirm the POD with you.
[customer] That still isn't good enough but I'll wait for the update."
TKT-900000,CLI-0042,SHP-202501-900001,2025-01-14T09:00:00,phone,pending,,"[customer] Where is SHP-202501-900001?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.lchen] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900001. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900001,CLI-0042,SHP-202501-900002,2025-01-15T10:07:00,phone,pending,,"[customer] Where is SHP-202501-900002?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.mruiz] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900002. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900002,CLI-0042,SHP-202501-900003,2025-01-16T17:27:00,chat,resolved,3,"[customer] Where is SHP-202501-900003?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.mruiz] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900003. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900003,CLI-0042,SHP-202502-900004,2025-02-03T16:59:00,chat,pending,2,"[customer] Where is SHP-202502-900004?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.mruiz] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202502-900004. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900004,CLI-0042,SHP-202501-900005,2025-01-14T10:34:00,phone,pending,,"[customer] Where is SHP-202501-900005?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.lchen] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900005. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900005,CLI-0042,SHP-202501-900006,2025-01-15T11:13:00,email,resolved,2,"[customer] Where is SHP-202501-900006?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.jbrooks] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900006. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900006,CLI-0042,SHP-202501-900007,2025-01-16T12:51:00,email,resolved,,"[customer] Where is SHP-202501-900007?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.mruiz] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900007. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900007,CLI-0042,SHP-202502-900008,2025-02-03T17:24:00,chat,resolved,2,"[customer] Where is SHP-202502-900008?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.mruiz] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202502-900008. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900008,CLI-0042,SHP-202501-900009,2025-01-14T12:26:00,chat,pending,3,"[customer] Where is SHP-202501-900009?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.jbrooks] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900009. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900009,CLI-0042,SHP-202501-900010,2025-01-15T15:08:00,email,resolved,2,"[customer] Where is SHP-202501-900010?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.jbrooks] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900010. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900010,CLI-0201,SHP-202501-900011,2025-01-16T12:48:00,email,resolved,2,"[customer] Where is SHP-202501-900011?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.mruiz] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900011. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900015,CLI-0007,SHP-202502-900016,2025-02-03T17:58:00,email,resolved,,"[customer] Where is SHP-202502-900016?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.jbrooks] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202502-900016. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-900017,CLI-0007,SHP-202501-900018,2025-01-15T12:20:00,email,resolved,1,"[customer] Where is SHP-202501-900018?? Nothing's moved for days. I know Chicago got hit but I need a real ETA.
[agent.jbrooks] I'm sorry — the Jan winter storm at our Chicago hub (incident INC-2025-00417) delayed a large batch including SHP-202501-900018. It's re-routed and moving now; expect delivery within 48 hours.
[customer] Fine. Please make sure it actually does this time."
TKT-910000,CLI-0042,SHP-202505-000271,2025-05-14T14:00:00,phone,pending,3,"[customer] Following up on SHP-202505-000271 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] Please do. Appreciate it."
TKT-910001,CLI-0042,SHP-202506-000261,2025-06-17T15:00:00,phone,resolved,3,"[customer] Following up on SHP-202506-000261 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] Please do. Appreciate it."
TKT-910002,CLI-0042,SHP-202506-000261,2025-06-20T11:00:00,phone,open,2,"[customer] Following up on SHP-202506-000261 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] Please do. Appreciate it."
TKT-910003,CLI-0042,SHP-202507-000266,2025-07-13T09:00:00,email,open,1,"[customer] This keeps happening. Following up on SHP-202507-000266 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910004,CLI-0042,SHP-202507-000237,2025-07-12T09:00:00,email,resolved,1,"[customer] This keeps happening. Following up on SHP-202507-000237 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910005,CLI-0042,SHP-202507-000266,2025-07-10T15:00:00,phone,resolved,1,"[customer] This keeps happening. Following up on SHP-202507-000266 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910006,CLI-0042,SHP-202507-000334,2025-07-10T12:00:00,phone,resolved,1,"[customer] This keeps happening. Following up on SHP-202507-000334 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910007,CLI-0042,SHP-202508-000262,2025-08-13T16:00:00,phone,pending,1,"[customer] This keeps happening. Following up on SHP-202508-000262 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910008,CLI-0042,SHP-202508-000272,2025-08-21T11:00:00,email,pending,1,"[customer] This keeps happening. Following up on SHP-202508-000272 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910009,CLI-0042,SHP-202508-000250,2025-08-22T12:00:00,phone,open,2,"[customer] This keeps happening. Following up on SHP-202508-000250 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910010,CLI-0042,SHP-202508-000277,2025-08-21T16:00:00,phone,resolved,2,"[customer] This keeps happening. Following up on SHP-202508-000277 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910011,CLI-0042,SHP-202508-000262,2025-08-21T11:00:00,phone,resolved,2,"[customer] This keeps happening. Following up on SHP-202508-000262 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910012,CLI-0042,SHP-202508-000272,2025-08-11T12:00:00,email,open,1,"[customer] This keeps happening. Following up on SHP-202508-000272 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910013,CLI-0042,SHP-202509-000294,2025-09-23T13:00:00,phone,pending,1,"[customer] This keeps happening. Following up on SHP-202509-000294 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910014,CLI-0042,SHP-202509-000282,2025-09-14T10:00:00,phone,open,1,"[customer] This keeps happening. Following up on SHP-202509-000282 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Jaffle Equipment account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
