note_id,route_id,driver_id,hub_id,timestamp,exception_type,body
DN-100114,RTE-CIN-20251008-004,DRV-01002,HUB-CIN,2025-10-08T14:45:00,customer_nsf,"[10/08 14:45] RTE-CIN-20251008-004 / DRV-01002 @ CIN
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100115,RTE-CIN-20251210-002,DRV-01003,HUB-CIN,2025-12-10T17:17:00,mechanical,"[12/10 17:17] RTE-CIN-20251210-002 / DRV-01003 @ CIN
Check-engine light, reduced power. Swapped to spare, 5 stops late."
DN-100116,RTE-DET-20250218-001,DRV-01046,HUB-DET,2025-02-18T11:20:00,address,"[02/18 11:20] RTE-DET-20250218-001 / DRV-01046 @ DET
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100117,RTE-CMH-20251225-002,DRV-01016,HUB-CMH,2025-12-25T14:36:00,weather,"[12/25 14:36] RTE-CMH-20251225-002 / DRV-01016 @ CMH
Whiteout conditions Columbus. Held 6 pkgs at hub, road closures on the north loop. POD delayed."
DN-100118,RTE-IND-20251209-001,DRV-01031,HUB-IND,2025-12-09T09:31:00,traffic,"[12/09 09:31] RTE-IND-20251209-001 / DRV-01031 @ IND
I-74 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100119,RTE-IND-20250117-003,DRV-01032,HUB-IND,2025-01-17T16:44:00,access,"[01/17 16:44] RTE-IND-20250117-003 / DRV-01032 @ IND
Dock closed early. 6 LTL stops could not unload. Rescheduling AM."
DN-100120,RTE-IND-20250112-001,DRV-01045,HUB-IND,2025-01-12T08:15:00,traffic,"[01/12 08:15] RTE-IND-20250112-001 / DRV-01045 @ IND
Accident on route, detour added. 4 DEL slipped past commit."
DN-100121,RTE-IND-20251119-001,DRV-01031,HUB-IND,2025-11-19T14:41:00,weather,"[11/19 14:41] RTE-IND-20251119-001 / DRV-01031 @ IND
Freezing rain. Driver DRV-01031 pulled early for safety. 5 stops rolled to tomorrow."
DN-100122,RTE-CHI-20251205-001,DRV-01047,HUB-CHI,2025-12-05T11:14:00,weather,"[12/05 11:14] RTE-CHI-20251205-001 / DRV-01047 @ CHI
Whiteout conditions Chicago. Held 2 pkgs at hub, road closures on the north loop. POD delayed."
DN-100123,RTE-DET-20251117-001,DRV-01014,HUB-DET,2025-11-17T12:30:00,address,"[11/17 12:30] RTE-DET-20251117-001 / DRV-01014 @ DET
Suite # missing, 5 stops undeliverable. Contacting account for update."
DN-100124,RTE-CHI-20250207-004,DRV-01017,HUB-CHI,2025-02-07T12:44:00,customer_nsf,"[02/07 12:44] RTE-CHI-20250207-004 / DRV-01017 @ CHI
Consignee refused delivery the stop. Return to hub initiated."
DN-100125,RTE-DET-20251210-001,DRV-01022,HUB-DET,2025-12-10T18:12:00,weather,"[12/10 18:12] RTE-DET-20251210-001 / DRV-01022 @ DET
Snow/ice on route. 60 stops ATT, 3 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100126,RTE-IND-20251216-005,DRV-01033,HUB-IND,2025-12-16T16:48:00,weather,"[12/16 16:48] RTE-IND-20251216-005 / DRV-01033 @ IND
Freezing rain. Driver DRV-01033 pulled early for safety. 1 stops rolled to tomorrow."
DN-100127,RTE-DET-20250313-001,DRV-01046,HUB-DET,2025-03-13T10:18:00,access,"[03/13 10:18] RTE-DET-20250313-001 / DRV-01046 @ DET
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100128,RTE-DET-20251214-001,DRV-01046,HUB-DET,2025-12-14T15:08:00,weather,"[12/14 15:08] RTE-DET-20251214-001 / DRV-01046 @ DET
Freezing rain. Driver DRV-01046 pulled early for safety. 5 stops rolled to tomorrow."
DN-100129,RTE-CMH-20251112-003,DRV-01044,HUB-CMH,2025-11-12T19:31:00,weather,"[11/12 19:31] RTE-CMH-20251112-003 / DRV-01044 @ CMH
Snow/ice on route. 64 stops ATT, 6 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100130,RTE-DET-20251230-002,DRV-01046,HUB-DET,2025-12-30T14:21:00,mechanical,"[12/30 14:21] RTE-DET-20251230-002 / DRV-01046 @ DET
Liftgate fault mid-route. DRV-01046 completed 19 stops manual, 2 deferred. VEH flagged for shop."
DN-100131,RTE-CIN-20250410-001,DRV-01002,HUB-CIN,2025-04-10T08:52:00,traffic,"[04/10 08:52] RTE-CIN-20250410-001 / DRV-01002 @ CIN
I-94 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100132,RTE-DET-20251215-003,DRV-01022,HUB-DET,2025-12-15T17:03:00,customer_nsf,"[12/15 17:03] RTE-DET-20251215-003 / DRV-01022 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100133,RTE-IND-20251114-002,DRV-01006,HUB-IND,2025-11-14T08:15:00,traffic,"[11/14 08:15] RTE-IND-20251114-002 / DRV-01006 @ IND
I-90 closure, major backup. ETA +90m. 3 stops missed cutoff."
DN-100134,RTE-CHI-20251130-002,DRV-01007,HUB-CHI,2025-11-30T19:39:00,customer_nsf,"[11/30 19:39] RTE-CHI-20251130-002 / DRV-01007 @ CHI
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100135,RTE-CMH-20251220-002,DRV-01010,HUB-CMH,2025-12-20T11:55:00,traffic,"[12/20 11:55] RTE-CMH-20251220-002 / DRV-01010 @ CMH
Accident on route, detour added. 1 DEL slipped past commit."
DN-100136,RTE-DET-20250118-001,DRV-01046,HUB-DET,2025-01-18T18:06:00,weather,"[01/18 18:06] RTE-DET-20250118-001 / DRV-01046 @ DET
Snow/ice on route. 26 stops ATT, 2 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100137,RTE-DET-20251229-001,DRV-01037,HUB-DET,2025-12-29T09:15:00,address,"[12/29 09:15] RTE-DET-20251229-001 / DRV-01037 @ DET
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100138,RTE-CHI-20250422-001,DRV-01048,HUB-CHI,2025-04-22T14:44:00,access,"[04/22 14:44] RTE-CHI-20250422-001 / DRV-01048 @ CHI
Dock closed early. 1 LTL stops could not unload. Rescheduling AM."
DN-100139,RTE-CHI-20251111-001,DRV-01011,HUB-CHI,2025-11-11T11:44:00,weather,"[11/11 11:44] RTE-CHI-20251111-001 / DRV-01011 @ CHI
Whiteout conditions Chicago. Held 5 pkgs at hub, road closures on the north loop. POD delayed."
DN-100140,RTE-CIN-20250115-002,DRV-01008,HUB-CIN,2025-01-15T19:50:00,traffic,"[01/15 19:50] RTE-CIN-20250115-002 / DRV-01008 @ CIN
I-94 closure, major backup. ETA +90m. 2 stops missed cutoff."
DN-100141,RTE-CIN-20251107-001,DRV-01023,HUB-CIN,2025-11-07T09:58:00,weather,"[11/07 09:58] RTE-CIN-20251107-001 / DRV-01023 @ CIN
Whiteout conditions Cincinnati. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100142,RTE-CHI-20250226-001,DRV-01047,HUB-CHI,2025-02-26T11:38:00,weather,"[02/26 11:38] RTE-CHI-20250226-001 / DRV-01047 @ CHI
Freezing rain. Driver DRV-01047 pulled early for safety. 6 stops rolled to tomorrow."
DN-100143,RTE-CIN-20250203-003,DRV-01023,HUB-CIN,2025-02-03T14:44:00,mechanical,"[02/03 14:44] RTE-CIN-20250203-003 / DRV-01023 @ CIN
Check-engine light, reduced power. Swapped to spare, 1 stops late."
DN-100144,RTE-CMH-20251125-001,DRV-01039,HUB-CMH,2025-11-25T15:31:00,weather,"[11/25 15:31] RTE-CMH-20251125-001 / DRV-01039 @ CMH
Whiteout conditions Columbus. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100145,RTE-IND-20251215-002,DRV-01188,HUB-IND,2025-12-15T18:20:00,traffic,"[12/15 18:20] RTE-IND-20251215-002 / DRV-01188 @ IND
Accident on route, detour added. 4 DEL slipped past commit."
DN-100146,RTE-CHI-20251202-001,DRV-01007,HUB-CHI,2025-12-02T16:37:00,traffic,"[12/02 16:37] RTE-CHI-20251202-001 / DRV-01007 @ CHI
I-71 closure, major backup. ETA +90m. 4 stops missed cutoff."
DN-100147,RTE-CIN-20251212-001,DRV-01034,HUB-CIN,2025-12-12T19:48:00,customer_nsf,"[12/12 19:48] RTE-CIN-20251212-001 / DRV-01034 @ CIN
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100148,RTE-CMH-20251105-001,DRV-01036,HUB-CMH,2025-11-05T11:11:00,mechanical,"[11/05 11:11] RTE-CMH-20251105-001 / DRV-01036 @ CMH
Check-engine light, reduced power. Swapped to spare, 6 stops late."
DN-100149,RTE-CHI-20250103-002,DRV-01047,HUB-CHI,2025-01-03T14:22:00,traffic,"[01/03 14:22] RTE-CHI-20250103-002 / DRV-01047 @ CHI
Accident on route, detour added. 3 DEL slipped past commit."
DN-100150,RTE-DET-20251114-001,DRV-01021,HUB-DET,2025-11-14T09:21:00,weather,"[11/14 09:21] RTE-DET-20251114-001 / DRV-01021 @ DET
Whiteout conditions Detroit. Held 6 pkgs at hub, road closures on the north loop. POD delayed."
DN-100151,RTE-DET-20250909-001,DRV-01014,HUB-DET,2025-09-09T13:52:00,address,"[09/09 13:52] RTE-DET-20250909-001 / DRV-01014 @ DET
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100152,RTE-DET-20251115-001,DRV-01004,HUB-DET,2025-11-15T08:49:00,weather,"[11/15 08:49] RTE-DET-20251115-001 / DRV-01004 @ DET
Whiteout conditions Detroit. Held 1 pkgs at hub, road closures on the north loop. POD delayed."
DN-100153,RTE-CHI-20250210-003,DRV-01011,HUB-CHI,2025-02-10T15:29:00,weather,"[02/10 15:29] RTE-CHI-20250210-003 / DRV-01011 @ CHI
Whiteout conditions Chicago. Held 6 pkgs at hub, road closures on the north loop. POD delayed."
DN-100154,RTE-IND-20250218-001,DRV-01033,HUB-IND,2025-02-18T19:31:00,access,"[02/18 19:31] RTE-IND-20250218-001 / DRV-01033 @ IND
Dock closed early. 6 LTL stops could not unload. Rescheduling AM."
DN-100155,RTE-IND-20250317-001,DRV-01188,HUB-IND,2025-03-17T11:28:00,address,"[03/17 11:28] RTE-IND-20250317-001 / DRV-01188 @ IND
Suite # missing, 1 stops undeliverable. Contacting account for update."
DN-100156,RTE-IND-20251209-001,DRV-01031,HUB-IND,2025-12-09T19:15:00,customer_nsf,"[12/09 19:15] RTE-IND-20251209-001 / DRV-01031 @ IND
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100157,RTE-DET-20250205-003,DRV-01046,HUB-DET,2025-02-05T08:14:00,customer_nsf,"[02/05 08:14] RTE-DET-20250205-003 / DRV-01046 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100158,RTE-DET-20250223-003,DRV-01021,HUB-DET,2025-02-23T09:31:00,address,"[02/23 09:31] RTE-DET-20250223-003 / DRV-01021 @ DET
Suite # missing, 4 stops undeliverable. Contacting account for update."
DN-100159,RTE-DET-20250128-005,DRV-01014,HUB-DET,2025-01-28T14:30:00,access,"[01/28 14:30] RTE-DET-20250128-005 / DRV-01014 @ DET
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100160,RTE-CMH-20251218-001,DRV-01015,HUB-CMH,2025-12-18T16:32:00,access,"[12/18 16:32] RTE-CMH-20251218-001 / DRV-01015 @ CMH
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100161,RTE-IND-20250221-002,DRV-01031,HUB-IND,2025-02-21T13:21:00,volume,"[02/21 13:21] RTE-IND-20250221-002 / DRV-01031 @ IND
Peak volume, truck full. 1 pkgs bumped to overflow route."
DN-100162,RTE-DET-20250313-001,DRV-01046,HUB-DET,2025-03-13T16:37:00,mechanical,"[03/13 16:37] RTE-DET-20250313-001 / DRV-01046 @ DET
Check-engine light, reduced power. Swapped to spare, 3 stops late."
DN-100163,RTE-CHI-20251205-001,DRV-01047,HUB-CHI,2025-12-05T12:35:00,mechanical,"[12/05 12:35] RTE-CHI-20251205-001 / DRV-01047 @ CHI
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100164,RTE-IND-20250221-003,DRV-01045,HUB-IND,2025-02-21T18:15:00,traffic,"[02/21 18:15] RTE-IND-20250221-003 / DRV-01045 @ IND
I-94 closure, major backup. ETA +90m. 6 stops missed cutoff."
DN-100165,RTE-IND-20251225-001,DRV-01045,HUB-IND,2025-12-25T18:58:00,volume,"[12/25 18:58] RTE-IND-20251225-001 / DRV-01045 @ IND
Peak volume, truck full. 2 pkgs bumped to overflow route."
DN-100166,RTE-CIN-20250811-004,DRV-01041,HUB-CIN,2025-08-11T17:09:00,volume,"[08/11 17:09] RTE-CIN-20250811-004 / DRV-01041 @ CIN
Peak volume, truck full. 1 pkgs bumped to overflow route."
DN-100167,RTE-DET-20250108-001,DRV-01014,HUB-DET,2025-01-08T12:55:00,traffic,"[01/08 12:55] RTE-DET-20250108-001 / DRV-01014 @ DET
I-94 closure, major backup. ETA +90m. 5 stops missed cutoff."
DN-100168,RTE-DET-20251002-001,DRV-01046,HUB-DET,2025-10-02T07:46:00,traffic,"[10/02 07:46] RTE-DET-20251002-001 / DRV-01046 @ DET
I-94 closure, major backup. ETA +90m. 2 stops missed cutoff."
DN-100169,RTE-CIN-20250227-002,DRV-01019,HUB-CIN,2025-02-27T08:30:00,traffic,"[02/27 08:30] RTE-CIN-20250227-002 / DRV-01019 @ CIN
Accident on route, detour added. 3 DEL slipped past commit."
DN-100170,RTE-CHI-20251112-002,DRV-01011,HUB-CHI,2025-11-12T08:54:00,access,"[11/12 08:54] RTE-CHI-20251112-002 / DRV-01011 @ CHI
Dock closed early. 6 LTL stops could not unload. Rescheduling AM."
DN-100171,RTE-CHI-20250822-004,DRV-01012,HUB-CHI,2025-08-22T15:02:00,volume,"[08/22 15:02] RTE-CHI-20250822-004 / DRV-01012 @ CHI
Overloaded manifest, 28 stops assigned. 1 could not be completed in service window."
DN-100172,RTE-CIN-20251121-003,DRV-01025,HUB-CIN,2025-11-21T10:47:00,traffic,"[11/21 10:47] RTE-CIN-20251121-003 / DRV-01025 @ CIN
I-94 closure, major backup. ETA +90m. 6 stops missed cutoff."
DN-100173,RTE-CHI-20251225-002,DRV-01005,HUB-CHI,2025-12-25T18:55:00,volume,"[12/25 18:55] RTE-CHI-20251225-002 / DRV-01005 @ CHI
Overloaded manifest, 40 stops assigned. 5 could not be completed in service window."
DN-100174,RTE-CHI-20251209-002,DRV-01005,HUB-CHI,2025-12-09T07:02:00,weather,"[12/09 07:02] RTE-CHI-20251209-002 / DRV-01005 @ CHI
Whiteout conditions Chicago. Held 2 pkgs at hub, road closures on the north loop. POD delayed."
DN-100175,RTE-CMH-20250103-002,DRV-01001,HUB-CMH,2025-01-03T09:15:00,access,"[01/03 09:15] RTE-CMH-20250103-002 / DRV-01001 @ CMH
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100176,RTE-CIN-20250106-002,DRV-01002,HUB-CIN,2025-01-06T09:05:00,weather,"[01/06 09:05] RTE-CIN-20250106-002 / DRV-01002 @ CIN
Freezing rain. Driver DRV-01002 pulled early for safety. 2 stops rolled to tomorrow."
DN-100177,RTE-DET-20250225-002,DRV-01022,HUB-DET,2025-02-25T16:09:00,weather,"[02/25 16:09] RTE-DET-20250225-002 / DRV-01022 @ DET
Snow/ice on route. 25 stops ATT, 3 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100178,RTE-IND-20250117-001,DRV-01031,HUB-IND,2025-01-17T17:00:00,mechanical,"[01/17 17:00] RTE-IND-20250117-001 / DRV-01031 @ IND
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100179,RTE-CHI-20251015-003,DRV-01005,HUB-CHI,2025-10-15T14:22:00,access,"[10/15 14:22] RTE-CHI-20251015-003 / DRV-01005 @ CHI
Dock closed early. 1 LTL stops could not unload. Rescheduling AM."
DN-100180,RTE-CMH-20251117-004,DRV-01001,HUB-CMH,2025-11-17T14:54:00,address,"[11/17 14:54] RTE-CMH-20251117-004 / DRV-01001 @ CMH
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100181,RTE-CIN-20251214-001,DRV-01038,HUB-CIN,2025-12-14T08:15:00,traffic,"[12/14 08:15] RTE-CIN-20251214-001 / DRV-01038 @ CIN
Accident on route, detour added. 2 DEL slipped past commit."
DN-100182,RTE-CHI-20250220-001,DRV-01047,HUB-CHI,2025-02-20T18:18:00,weather,"[02/20 18:18] RTE-CHI-20250220-001 / DRV-01047 @ CHI
Snow/ice on route. 63 stops ATT, 2 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100183,RTE-CMH-20251111-001,DRV-01043,HUB-CMH,2025-11-11T17:49:00,weather,"[11/11 17:49] RTE-CMH-20251111-001 / DRV-01043 @ CMH
Freezing rain. Driver DRV-01043 pulled early for safety. 5 stops rolled to tomorrow."
DN-100184,RTE-CIN-20250225-005,DRV-01023,HUB-CIN,2025-02-25T11:49:00,volume,"[02/25 11:49] RTE-CIN-20250225-005 / DRV-01023 @ CIN
Overloaded manifest, 57 stops assigned. 4 could not be completed in service window."
DN-100185,RTE-IND-20251111-003,DRV-01033,HUB-IND,2025-11-11T10:39:00,weather,"[11/11 10:39] RTE-IND-20251111-003 / DRV-01033 @ IND
Freezing rain. Driver DRV-01033 pulled early for safety. 5 stops rolled to tomorrow."
DN-100186,RTE-CMH-20250109-003,DRV-01049,HUB-CMH,2025-01-09T11:50:00,address,"[01/09 11:50] RTE-CMH-20250109-003 / DRV-01049 @ CMH
Suite # missing, 4 stops undeliverable. Contacting account for update."
DN-100187,RTE-CHI-20250114-002,DRV-01047,HUB-CHI,2025-01-14T08:58:00,address,"[01/14 08:58] RTE-CHI-20250114-002 / DRV-01047 @ CHI
Suite # missing, 2 stops undeliverable. Contacting account for update."
DN-100188,RTE-CHI-20250111-002,DRV-01020,HUB-CHI,2025-01-11T09:50:00,weather,"[01/11 09:50] RTE-CHI-20250111-002 / DRV-01020 @ CHI
Freezing rain. Driver DRV-01020 pulled early for safety. 5 stops rolled to tomorrow."
DN-100189,RTE-CHI-20250203-002,DRV-01035,HUB-CHI,2025-02-03T09:16:00,traffic,"[02/03 09:16] RTE-CHI-20250203-002 / DRV-01035 @ CHI
Accident on route, detour added. 4 DEL slipped past commit."
DN-100190,RTE-CHI-20250111-002,DRV-01020,HUB-CHI,2025-01-11T08:29:00,access,"[01/11 08:29] RTE-CHI-20250111-002 / DRV-01020 @ CHI
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100191,RTE-DET-20251121-002,DRV-01004,HUB-DET,2025-11-21T17:46:00,weather,"[11/21 17:46] RTE-DET-20251121-002 / DRV-01004 @ DET
Freezing rain. Driver DRV-01004 pulled early for safety. 4 stops rolled to tomorrow."
DN-100192,RTE-CHI-20251203-005,DRV-01020,HUB-CHI,2025-12-03T12:05:00,volume,"[12/03 12:05] RTE-CHI-20251203-005 / DRV-01020 @ CHI
Peak volume, truck full. 5 pkgs bumped to overflow route."
DN-100193,RTE-DET-20250213-001,DRV-01004,HUB-DET,2025-02-13T12:43:00,weather,"[02/13 12:43] RTE-DET-20250213-001 / DRV-01004 @ DET
Freezing rain. Driver DRV-01004 pulled early for safety. 4 stops rolled to tomorrow."
DN-100194,RTE-DET-20250331-002,DRV-01004,HUB-DET,2025-03-31T17:23:00,customer_nsf,"[03/31 17:23] RTE-DET-20250331-002 / DRV-01004 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100195,RTE-IND-20251202-001,DRV-01188,HUB-IND,2025-12-02T15:20:00,weather,"[12/02 15:20] RTE-IND-20251202-001 / DRV-01188 @ IND
Freezing rain. Driver DRV-01188 pulled early for safety. 6 stops rolled to tomorrow."
DN-100196,RTE-IND-20250214-002,DRV-01031,HUB-IND,2025-02-14T14:58:00,address,"[02/14 14:58] RTE-IND-20250214-002 / DRV-01031 @ IND
Suite # missing, 4 stops undeliverable. Contacting account for update."
DN-100197,RTE-CIN-20250627-001,DRV-01019,HUB-CIN,2025-06-27T07:19:00,access,"[06/27 07:19] RTE-CIN-20250627-001 / DRV-01019 @ CIN
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100198,RTE-CHI-20251104-002,DRV-01011,HUB-CHI,2025-11-04T09:24:00,traffic,"[11/04 09:24] RTE-CHI-20251104-002 / DRV-01011 @ CHI
Accident on route, detour added. 2 DEL slipped past commit."
DN-100199,RTE-IND-20251202-003,DRV-01024,HUB-IND,2025-12-02T15:26:00,volume,"[12/02 15:26] RTE-IND-20251202-003 / DRV-01024 @ IND
Overloaded manifest, 36 stops assigned. 2 could not be completed in service window."
DN-100200,RTE-CHI-20250220-002,DRV-01017,HUB-CHI,2025-02-20T16:26:00,volume,"[02/20 16:26] RTE-CHI-20250220-002 / DRV-01017 @ CHI
Peak volume, truck full. 6 pkgs bumped to overflow route."
DN-100201,RTE-DET-20251210-002,DRV-01037,HUB-DET,2025-12-10T14:15:00,weather,"[12/10 14:15] RTE-DET-20251210-002 / DRV-01037 @ DET
Snow/ice on route. 25 stops ATT, 3 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100202,RTE-IND-20251112-002,DRV-01006,HUB-IND,2025-11-12T17:22:00,traffic,"[11/12 17:22] RTE-IND-20251112-002 / DRV-01006 @ IND
I-94 closure, major backup. ETA +90m. 3 stops missed cutoff."
DN-100203,RTE-IND-20250221-002,DRV-01031,HUB-IND,2025-02-21T14:05:00,traffic,"[02/21 14:05] RTE-IND-20250221-002 / DRV-01031 @ IND
I-65 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100204,RTE-CMH-20250311-002,DRV-01013,HUB-CMH,2025-03-11T09:50:00,mechanical,"[03/11 09:50] RTE-CMH-20250311-002 / DRV-01013 @ CMH
Liftgate fault mid-route. DRV-01013 completed 60 stops manual, 2 deferred. VEH flagged for shop."
DN-100205,RTE-CIN-20250718-003,DRV-01041,HUB-CIN,2025-07-18T16:13:00,address,"[07/18 16:13] RTE-CIN-20250718-003 / DRV-01041 @ CIN
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100206,RTE-IND-20250224-005,DRV-01024,HUB-IND,2025-02-24T16:00:00,volume,"[02/24 16:00] RTE-IND-20250224-005 / DRV-01024 @ IND
Overloaded manifest, 61 stops assigned. 6 could not be completed in service window."
DN-100207,RTE-IND-20250714-001,DRV-01006,HUB-IND,2025-07-14T17:55:00,access,"[07/14 17:55] RTE-IND-20250714-001 / DRV-01006 @ IND
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100208,RTE-CIN-20250708-001,DRV-01003,HUB-CIN,2025-07-08T10:37:00,volume,"[07/08 10:37] RTE-CIN-20250708-001 / DRV-01003 @ CIN
Peak volume, truck full. 1 pkgs bumped to overflow route."
DN-100209,RTE-DET-20250116-001,DRV-01022,HUB-DET,2025-01-16T18:26:00,weather,"[01/16 18:26] RTE-DET-20250116-001 / DRV-01022 @ DET
Freezing rain. Driver DRV-01022 pulled early for safety. 3 stops rolled to tomorrow."
DN-100210,RTE-CHI-20250111-002,DRV-01020,HUB-CHI,2025-01-11T19:23:00,mechanical,"[01/11 19:23] RTE-CHI-20250111-002 / DRV-01020 @ CHI
Liftgate fault mid-route. DRV-01020 completed 30 stops manual, 5 deferred. VEH flagged for shop."
DN-100211,RTE-CHI-20250207-002,DRV-01047,HUB-CHI,2025-02-07T07:46:00,traffic,"[02/07 07:46] RTE-CHI-20250207-002 / DRV-01047 @ CHI
Accident on route, detour added. 3 DEL slipped past commit."
DN-100212,RTE-CIN-20250209-001,DRV-01041,HUB-CIN,2025-02-09T14:54:00,weather,"[02/09 14:54] RTE-CIN-20250209-001 / DRV-01041 @ CIN
Whiteout conditions Cincinnati. Held 6 pkgs at hub, road closures on the north loop. POD delayed."
DN-100213,RTE-CIN-20250115-002,DRV-01008,HUB-CIN,2025-01-15T14:04:00,mechanical,"[01/15 14:04] RTE-CIN-20250115-002 / DRV-01008 @ CIN
Liftgate fault mid-route. DRV-01008 completed 39 stops manual, 2 deferred. VEH flagged for shop."
DN-100214,RTE-IND-20250411-002,DRV-01188,HUB-IND,2025-04-11T11:39:00,access,"[04/11 11:39] RTE-IND-20250411-002 / DRV-01188 @ IND
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100215,RTE-CHI-20250913-001,DRV-01007,HUB-CHI,2025-09-13T14:32:00,address,"[09/13 14:32] RTE-CHI-20250913-001 / DRV-01007 @ CHI
Suite # missing, 1 stops undeliverable. Contacting account for update."
DN-100216,RTE-CIN-20250110-001,DRV-01003,HUB-CIN,2025-01-10T17:41:00,weather,"[01/10 17:41] RTE-CIN-20250110-001 / DRV-01003 @ CIN
Freezing rain. Driver DRV-01003 pulled early for safety. 3 stops rolled to tomorrow."
DN-100217,RTE-CIN-20251105-004,DRV-01002,HUB-CIN,2025-11-05T10:26:00,mechanical,"[11/05 10:26] RTE-CIN-20251105-004 / DRV-01002 @ CIN
Check-engine light, reduced power. Swapped to spare, 5 stops late."
DN-100218,RTE-CMH-20250112-002,DRV-01044,HUB-CMH,2025-01-12T12:27:00,address,"[01/12 12:27] RTE-CMH-20250112-002 / DRV-01044 @ CMH
Suite # missing, 4 stops undeliverable. Contacting account for update."
DN-100219,RTE-IND-20251217-003,DRV-01188,HUB-IND,2025-12-17T17:59:00,traffic,"[12/17 17:59] RTE-IND-20251217-003 / DRV-01188 @ IND
Accident on route, detour added. 6 DEL slipped past commit."
DN-100220,RTE-CHI-20251202-001,DRV-01007,HUB-CHI,2025-12-02T13:06:00,weather,"[12/02 13:06] RTE-CHI-20251202-001 / DRV-01007 @ CHI
Freezing rain. Driver DRV-01007 pulled early for safety. 4 stops rolled to tomorrow."
DN-100221,RTE-CMH-20251018-001,DRV-01001,HUB-CMH,2025-10-18T07:37:00,access,"[10/18 07:37] RTE-CMH-20251018-001 / DRV-01001 @ CMH
Dock closed early. 2 LTL stops could not unload. Rescheduling AM."
DN-100222,RTE-CHI-20250919-001,DRV-01011,HUB-CHI,2025-09-19T17:48:00,customer_nsf,"[09/19 17:48] RTE-CHI-20250919-001 / DRV-01011 @ CHI
Consignee refused delivery the stop. Return to hub initiated."
DN-100223,RTE-CHI-20251224-001,DRV-01005,HUB-CHI,2025-12-24T11:22:00,weather,"[12/24 11:22] RTE-CHI-20251224-001 / DRV-01005 @ CHI
Snow/ice on route. 35 stops ATT, 2 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100224,RTE-DET-20250110-002,DRV-01021,HUB-DET,2025-01-10T12:54:00,traffic,"[01/10 12:54] RTE-DET-20250110-002 / DRV-01021 @ DET
Accident on route, detour added. 3 DEL slipped past commit."
DN-100225,RTE-DET-20250108-006,DRV-01021,HUB-DET,2025-01-08T19:27:00,customer_nsf,"[01/08 19:27] RTE-DET-20250108-006 / DRV-01021 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100226,RTE-IND-20250212-003,DRV-01033,HUB-IND,2025-02-12T11:01:00,volume,"[02/12 11:01] RTE-IND-20250212-003 / DRV-01033 @ IND
Overloaded manifest, 37 stops assigned. 1 could not be completed in service window."
DN-100227,RTE-CMH-20251124-003,DRV-01028,HUB-CMH,2025-11-24T12:22:00,weather,"[11/24 12:22] RTE-CMH-20251124-003 / DRV-01028 @ CMH
Snow/ice on route. 32 stops ATT, 3 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100228,RTE-CIN-20250227-002,DRV-01019,HUB-CIN,2025-02-27T13:04:00,customer_nsf,"[02/27 13:04] RTE-CIN-20250227-002 / DRV-01019 @ CIN
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
